time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,0,8,13,5.888,28.581,5.016,1.000,0.000000,
0.000,STARTED,1,0,8,13,5.888,28.581,5.016,1.000,0.000000,observed_rate=1.000
0.000,ARRIVED,2,1,4,20,4.050,41.816,2.814,1.543,0.000000,
0.000,ARRIVED,3,1,3,18,4.135,109.741,7.348,1.000,0.000000,
0.000,STARTED,2,1,4,20,4.050,41.816,2.814,1.543,0.000000,observed_rate=2.000
0.000,OFFLOADED,3,1,3,18,4.135,109.741,7.348,1.000,2.000000,trigger=REACTIVE;observed_rate=2.000;smoothed_rate=2.000;predicted_queue=1.000;deadline_risk=false;decision_score=2.000000;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,3,0,3,18,4.135,109.741,7.348,1.000,2.000000,source_node=1;rough_score=2.000000
0.000,ARRIVED,4,2,2,12,9.371,67.832,5.550,1.000,0.000000,
0.000,STARTED,4,2,2,12,9.371,67.832,5.550,1.000,0.000000,observed_rate=1.000
0.000,ARRIVED,5,3,4,19,2.110,69.479,7.901,2.003,0.000000,
0.000,ARRIVED,6,3,3,6,5.571,108.254,5.034,1.768,0.000000,
0.000,STARTED,5,3,4,19,2.110,69.479,7.901,2.003,0.000000,observed_rate=2.000
0.000,ARRIVED,7,4,6,2,6.934,118.358,6.855,1.000,0.000000,
0.000,ARRIVED,8,4,3,9,7.479,113.661,4.454,1.000,0.000000,
0.000,ARRIVED,9,4,9,14,7.747,77.626,3.856,1.000,0.000000,
0.000,ARRIVED,10,4,7,18,1.013,81.910,5.886,1.000,0.000000,
0.000,ARRIVED,11,4,7,10,6.987,63.618,2.582,1.000,0.000000,
0.000,STARTED,7,4,6,2,6.934,118.358,6.855,1.000,0.000000,observed_rate=5.000
0.000,OFFLOADED,11,4,7,10,6.987,63.618,2.582,1.000,1.814458,trigger=PROACTIVE;observed_rate=5.000;smoothed_rate=5.000;predicted_queue=52.476;deadline_risk=false;decision_score=1.814458;offload_count=1;destination_node=1;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,11,1,7,10,6.987,63.618,2.582,1.000,1.814458,source_node=4;rough_score=1.814458
0.000,OFFLOADED,9,4,9,14,7.747,77.626,3.856,1.000,1.722307,trigger=PROACTIVE;observed_rate=5.000;smoothed_rate=5.000;predicted_queue=52.476;deadline_risk=false;decision_score=1.722307;offload_count=1;destination_node=2;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,9,2,9,14,7.747,77.626,3.856,1.000,1.722307,source_node=4;rough_score=1.722307
1.000,ARRIVED,12,1,1,19,3.741,109.467,7.224,1.000,0.000000,
1.000,ARRIVED,13,1,1,3,1.815,76.039,5.753,2.556,0.000000,
1.000,ARRIVED,14,3,4,14,3.091,112.326,5.700,1.000,0.000000,
1.000,ARRIVED,15,4,6,20,6.869,38.753,4.260,1.000,0.000000,
1.000,ARRIVED,16,4,6,10,1.610,79.266,3.354,1.000,0.000000,
1.000,ARRIVED,17,4,7,1,7.629,75.227,4.060,1.000,0.000000,
1.000,ARRIVED,18,4,1,18,4.980,45.498,2.417,1.000,0.000000,
2.000,ARRIVED,19,0,2,8,2.935,104.439,2.412,1.000,0.000000,
2.000,ARRIVED,20,4,8,6,7.449,51.617,4.422,1.000,0.000000,
2.000,ARRIVED,21,4,9,3,9.083,110.946,2.982,1.000,0.000000,
2.000,ARRIVED,22,4,3,19,4.252,25.924,2.999,1.000,0.000000,
3.000,ARRIVED,23,0,6,14,4.643,91.520,3.420,1.000,0.000000,
3.000,ARRIVED,24,0,7,5,3.886,37.750,5.493,1.000,0.000000,
3.000,OFFLOADED,24,0,7,5,3.886,37.750,5.493,1.000,1.958921,trigger=PROACTIVE;observed_rate=2.000;smoothed_rate=1.153;predicted_queue=14.006;deadline_risk=false;decision_score=1.958921;offload_count=1;destination_node=2;destination_policy=LEAST_QUEUE
3.000,RECEIVED_OFFLOAD,24,2,7,5,3.886,37.750,5.493,1.000,1.958921,source_node=0;rough_score=1.958921
3.000,ARRIVED,25,1,9,4,5.990,67.192,2.115,1.857,0.000000,
3.000,ARRIVED,26,1,8,4,5.918,47.096,5.923,1.000,0.000000,
3.000,ARRIVED,27,2,7,7,1.715,34.150,7.404,1.000,0.000000,
3.000,ARRIVED,28,3,1,6,1.372,65.030,2.041,1.000,0.000000,
3.000,ARRIVED,29,4,7,9,9.959,40.234,2.113,1.000,0.000000,
3.000,ARRIVED,30,4,10,4,1.737,32.786,4.456,1.000,0.000000,
