time,node_id,observed_arrival_rate,waiting_queue_size,idle
0.000,0,0.000,0,true
0.000,1,1.000,1,true
0.000,2,1.000,1,true
0.000,3,3.000,3,true
0.000,4,6.000,6,true
1.000,0,0.000,0,true
1.000,1,0.000,0,false
1.000,2,3.000,3,false
1.000,3,4.000,6,false
1.000,4,2.000,7,false
2.000,0,0.000,0,true
2.000,1,3.000,3,false
2.000,2,2.000,5,false
2.000,3,4.000,10,false
2.000,4,3.000,10,false
3.000,0,0.000,0,true
3.000,1,1.000,4,false
3.000,2,2.000,6,false
3.000,3,2.000,12,false
3.000,4,3.000,13,false
4.000,0,1.000,1,true
4.000,1,1.000,4,false
4.000,2,2.000,8,false
4.000,3,3.000,15,false
4.000,4,5.000,17,false
5.000,0,0.000,0,false
5.000,1,0.000,4,false
5.000,2,2.000,10,false
5.000,3,2.000,17,false
5.000,4,5.000,22,false
6.000,0,0.000,0,false
6.000,1,2.000,6,false
6.000,2,6.000,16,false
6.000,3,3.000,19,false
6.000,4,6.000,28,false
7.000,0,0.000,0,false
7.000,1,2.000,8,false
7.000,2,3.000,19,false
7.000,3,2.000,21,false
7.000,4,2.000,30,false
8.000,0,1.000,1,false
8.000,1,2.000,10,false
8.000,2,5.000,23,false
8.000,3,2.000,23,false
8.000,4,4.000,33,false
9.000,0,0.000,1,false
9.000,1,1.000,11,false
9.000,2,1.000,24,false
9.000,3,0.000,23,false
9.000,4,3.000,36,false
10.000,0,2.000,3,false
10.000,1,1.000,12,false
10.000,2,1.000,25,false
10.000,3,5.000,28,false
10.000,4,6.000,42,false
11.000,0,0.000,1,false
11.000,1,1.000,14,false
11.000,2,2.000,26,false
11.000,3,3.000,31,false
11.000,4,4.000,46,false
12.000,0,0.000,1,false
12.000,1,2.000,16,false
12.000,2,3.000,29,false
12.000,3,4.000,35,false
12.000,4,4.000,50,false
13.000,0,1.000,12,false
13.000,1,2.000,18,false
13.000,2,1.000,30,false
13.000,3,2.000,26,false
13.000,4,2.000,52,false
14.000,0,1.000,13,false
14.000,1,5.000,23,false
14.000,2,1.000,31,false
14.000,3,6.000,32,false
14.000,4,2.000,54,false
15.000,0,1.000,14,false
15.000,1,4.000,27,false
15.000,2,1.000,32,false
15.000,3,3.000,35,false
15.000,4,3.000,57,false
16.000,0,0.000,14,false
16.000,1,3.000,30,false
16.000,2,2.000,34,false
16.000,3,1.000,36,false
16.000,4,11.000,68,false
17.000,0,2.000,16,false
17.000,1,3.000,33,false
17.000,2,0.000,34,false
17.000,3,4.000,40,false
17.000,4,2.000,70,false
18.000,0,0.000,15,false
18.000,1,1.000,34,false
18.000,2,5.000,38,false
18.000,3,2.000,42,false
18.000,4,3.000,73,false
19.000,0,1.000,16,false
19.000,1,1.000,35,false
19.000,2,5.000,43,false
19.000,3,1.000,43,false
19.000,4,2.000,75,false
20.000,0,0.000,16,false
20.000,1,2.000,37,false
20.000,2,1.000,44,false
20.000,3,3.000,46,false
20.000,4,4.000,79,false
21.000,0,1.000,17,false
21.000,1,2.000,39,false
21.000,2,2.000,46,false
21.000,3,0.000,46,false
21.000,4,3.000,82,false
22.000,0,0.000,27,false
22.000,1,2.000,30,false
22.000,2,4.000,50,false
22.000,3,5.000,51,false
22.000,4,3.000,85,false
23.000,0,0.000,27,false
23.000,1,2.000,32,false
23.000,2,0.000,50,false
23.000,3,4.000,55,false
23.000,4,3.000,88,false
24.000,0,0.000,26,false
24.000,1,4.000,36,false
24.000,2,4.000,54,false
24.000,3,1.000,56,false
24.000,4,4.000,92,false
25.000,0,1.000,27,false
25.000,1,2.000,38,false
25.000,2,0.000,54,false
25.000,3,3.000,58,false
25.000,4,3.000,95,false
26.000,0,0.000,27,false
26.000,1,0.000,38,false
26.000,2,3.000,57,false
26.000,3,1.000,59,false
26.000,4,1.000,96,false
27.000,0,1.000,27,false
27.000,1,1.000,39,false
27.000,2,4.000,61,false
27.000,3,1.000,60,false
27.000,4,6.000,102,false
28.000,0,2.000,39,false
28.000,1,3.000,42,false
28.000,2,2.000,63,false
28.000,3,3.000,62,false
28.000,4,3.000,94,false
29.000,0,1.000,39,false
29.000,1,1.000,43,false
29.000,2,2.000,65,false
29.000,3,2.000,64,false
29.000,4,4.000,98,false
30.000,0,1.000,40,false
30.000,1,2.000,45,false
30.000,2,2.000,67,false
30.000,3,4.000,68,false
30.000,4,0.000,98,false
31.000,0,3.000,42,false
31.000,1,2.000,46,false
31.000,2,3.000,69,false
31.000,3,3.000,71,false
31.000,4,1.000,99,false
32.000,0,2.000,44,false
32.000,1,0.000,46,false
32.000,2,1.000,70,false
32.000,3,5.000,76,false
32.000,4,0.000,99,false
33.000,0,1.000,45,false
33.000,1,1.000,47,false
33.000,2,1.000,71,false
33.000,3,5.000,81,false
33.000,4,2.000,101,false
34.000,0,0.000,45,false
34.000,1,1.000,48,false
34.000,2,2.000,73,false
34.000,3,3.000,84,false
34.000,4,6.000,107,false
35.000,0,0.000,45,false
35.000,1,1.000,49,false
35.000,2,1.000,74,false
35.000,3,2.000,86,false
35.000,4,4.000,111,false
36.000,0,0.000,45,false
36.000,1,1.000,50,false
36.000,2,3.000,77,false
36.000,3,2.000,88,false
36.000,4,6.000,117,false
37.000,0,2.000,46,false
37.000,1,4.000,54,false
37.000,2,1.000,78,false
37.000,3,3.000,91,false
37.000,4,4.000,121,false
38.000,0,0.000,46,false
38.000,1,0.000,54,false
38.000,2,1.000,78,false
38.000,3,3.000,94,false
38.000,4,3.000,124,false
39.000,0,0.000,46,false
39.000,1,3.000,56,false
39.000,2,1.000,79,false
39.000,3,0.000,94,false
39.000,4,4.000,128,false
40.000,0,2.000,48,false
40.000,1,0.000,56,false
40.000,2,3.000,82,false
40.000,3,3.000,97,false
40.000,4,5.000,133,false
41.000,0,1.000,49,false
41.000,1,2.000,58,false
41.000,2,1.000,83,false
41.000,3,2.000,98,false
41.000,4,3.000,136,false
42.000,0,1.000,50,false
42.000,1,1.000,59,false
42.000,2,2.000,85,false
42.000,3,2.000,100,false
42.000,4,2.000,138,false
43.000,0,1.000,51,false
43.000,1,3.000,62,false
43.000,2,0.000,85,false
43.000,3,2.000,102,false
43.000,4,3.000,141,false
44.000,0,1.000,52,false
44.000,1,0.000,62,false
44.000,2,2.000,86,false
44.000,3,2.000,104,false
44.000,4,3.000,144,false
45.000,0,1.000,53,false
45.000,1,0.000,62,false
45.000,2,2.000,88,false
45.000,3,1.000,105,false
45.000,4,4.000,148,false
46.000,0,0.000,53,false
46.000,1,2.000,64,false
46.000,2,3.000,91,false
46.000,3,1.000,105,false
46.000,4,3.000,150,false
47.000,0,2.000,55,false
47.000,1,3.000,67,false
47.000,2,4.000,95,false
47.000,3,2.000,107,false
47.000,4,3.000,153,false
48.000,0,2.000,56,false
48.000,1,1.000,67,false
48.000,2,0.000,95,false
48.000,3,5.000,112,false
48.000,4,4.000,157,false
49.000,0,1.000,57,false
49.000,1,4.000,71,false
49.000,2,1.000,95,false
49.000,3,2.000,114,false
49.000,4,2.000,159,false
50.000,0,2.000,59,false
50.000,1,0.000,71,false
50.000,2,2.000,97,false
50.000,3,1.000,115,false
50.000,4,5.000,164,false
51.000,0,0.000,59,false
51.000,1,4.000,75,false
51.000,2,1.000,98,false
51.000,3,2.000,117,false
51.000,4,5.000,169,false
52.000,0,1.000,60,false
52.000,1,0.000,75,false
52.000,2,2.000,100,false
52.000,3,1.000,118,false
52.000,4,3.000,172,false
53.000,0,0.000,60,false
53.000,1,3.000,78,false
53.000,2,7.000,107,false
53.000,3,5.000,122,false
53.000,4,7.000,179,false
54.000,0,0.000,59,false
54.000,1,2.000,80,false
54.000,2,0.000,107,false
54.000,3,2.000,124,false
54.000,4,4.000,183,false
55.000,0,1.000,60,false
55.000,1,1.000,81,false
55.000,2,2.000,108,false
55.000,3,1.000,125,false
55.000,4,3.000,186,false
56.000,0,1.000,61,false
56.000,1,2.000,83,false
56.000,2,3.000,111,false
56.000,3,2.000,127,false
56.000,4,4.000,190,false
57.000,0,2.000,73,false
57.000,1,2.000,85,false
57.000,2,4.000,104,false
57.000,3,4.000,131,false
57.000,4,4.000,193,false
58.000,0,1.000,73,false
58.000,1,1.000,86,false
58.000,2,1.000,105,false
58.000,3,2.000,133,false
58.000,4,3.000,196,false
59.000,0,0.000,73,false
59.000,1,0.000,86,false
59.000,2,0.000,105,false
59.000,3,2.000,135,false
59.000,4,5.000,201,false
60.000,0,0.000,73,false
60.000,1,0.000,86,false
60.000,2,1.000,106,false
60.000,3,1.000,136,false
60.000,4,4.000,205,false
61.000,0,0.000,73,false
61.000,1,0.000,85,false
61.000,2,2.000,108,false
61.000,3,3.000,138,false
61.000,4,4.000,209,false
62.000,0,0.000,72,false
62.000,1,1.000,86,false
62.000,2,2.000,110,false
62.000,3,2.000,140,false
62.000,4,4.000,213,false
63.000,0,0.000,72,false
63.000,1,1.000,87,false
63.000,2,4.000,114,false
63.000,3,7.000,147,false
63.000,4,5.000,218,false
64.000,0,0.000,72,false
64.000,1,3.000,90,false
64.000,2,2.000,116,false
64.000,3,3.000,150,false
64.000,4,2.000,220,false
65.000,0,2.000,74,false
65.000,1,0.000,90,false
65.000,2,2.000,118,false
65.000,3,2.000,152,false
65.000,4,7.000,227,false
66.000,0,0.000,73,false
