scenario,policy,decision_mode,destination_policy,threshold_mode,iterations,generated_mean,generated_std,generated_sem,generated_ci95,completed_mean,completed_std,completed_sem,completed_ci95,delayed_mean,delayed_std,delayed_sem,delayed_ci95,offloaded_mean,offloaded_std,offloaded_sem,offloaded_ci95,received_offloaded_mean,received_offloaded_std,received_offloaded_sem,received_offloaded_ci95,completed_offloaded_mean,completed_offloaded_std,completed_offloaded_sem,completed_offloaded_ci95,proactive_trigger_events_mean,proactive_trigger_events_std,proactive_trigger_events_sem,proactive_trigger_events_ci95,reactive_trigger_events_mean,reactive_trigger_events_std,reactive_trigger_events_sem,reactive_trigger_events_ci95,completed_deadline_misses_mean,completed_deadline_misses_std,completed_deadline_misses_sem,completed_deadline_misses_ci95,total_waiting_tasks_mean,total_waiting_tasks_std,total_waiting_tasks_sem,total_waiting_tasks_ci95,queue_imbalance_mean,queue_imbalance_std,queue_imbalance_sem,queue_imbalance_ci95,max_offloads_per_event_mean,max_offloads_per_event_std,max_offloads_per_event_sem,max_offloads_per_event_ci95,offload_fraction_mean,offload_fraction_std,offload_fraction_sem,offload_fraction_ci95,high_arrival_rate_threshold_mean,high_arrival_rate_threshold_std,high_arrival_rate_threshold_sem,high_arrival_rate_threshold_ci95,threshold_multiplier_mean,threshold_multiplier_std,threshold_multiplier_sem,threshold_multiplier_ci95,completion_rate_mean,completion_rate_std,completion_rate_sem,completion_rate_ci95,offload_rate_mean,offload_rate_std,offload_rate_sem,offload_rate_ci95,offload_per_delayed_mean,offload_per_delayed_std,offload_per_delayed_sem,offload_per_delayed_ci95,deadline_miss_rate_mean,deadline_miss_rate_std,deadline_miss_rate_sem,deadline_miss_rate_ci95,mean_rough_score_mean,mean_rough_score_std,mean_rough_score_sem,mean_rough_score_ci95,mean_actual_execution_time_mean,mean_actual_execution_time_std,mean_actual_execution_time_sem,mean_actual_execution_time_ci95
default_config,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,50,6778.18,93.6684753014915,13.246722813817856,25.963576715082997,455.92,12.493002122821252,1.766777303684968,3.4628835152225372,114.4,8.101398216433044,1.1457107231864814,2.245593017445503,633.54,17.99910428610382,2.5454577391975723,4.989097168827242,633.54,17.99910428610382,2.5454577391975723,4.989097168827242,72.72,6.439799718016335,0.9107252100185134,1.7850214116362861,59.7,2.837432009434458,0.4012734830053754,0.7864960266905356,6.18,2.3963407478052523,0.33889375856134724,0.6642317667802405,398.08,11.943472301313589,1.6890620510345078,3.3105616200276353,6317.26,96.16584526700926,13.5999042613677,26.65581235228069,1447.48,52.92900134778163,7.48529115488966,14.671170663583734,10.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.06727890375760698,0.002179798847106494,0.00030827010928232405,0.000604209414193355,0.09346543925134636,0.002229675971429137,0.0003153237998492491,0.0006180346477045282,5.5655392784213795,0.42595550640501906,0.06023920541254777,0.11806884260859361,0.8731652652694738,0.012831871159391793,0.0018147006224236044,0.003556813219950265,1.78560891040245,0.005739439569562085,0.0008116793279695499,0.0015908914828203177,6.553728351334571,0.17615552959834896,0.024912153904500026,0.048827821652820055
fifo_offloading,FIFO,REACTIVE,DROP,FIXED,50,6778.18,93.6684753014915,13.246722813817856,25.963576715082997,456.9,12.1827077181938,1.7228950481497054,3.3768742943734225,115.66,7.052601199094515,0.9973884265768216,1.9548813160905703,218.18,28.91838621404192,4.089677398584122,8.01576770122488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.06,5.926109643788586,0.838078463035581,1.6426337875497388,397.72,11.522896461269747,1.629583645334862,3.1939839448563294,6098.1,92.72479579433994,13.113266378063127,25.70200210100373,1837.28,55.546648900555944,7.855482421954278,15.396745547030385,5.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06742339519388602,0.0021333569519857445,0.00030170223348811675,0.0005913363776367088,0.03218188593187681,0.004202507635575177,0.0005943243294206904,0.001164875685664553,1.8834487602511687,0.1966188025257536,0.027806097714947808,0.0544999515212977,0.870533624529523,0.01411590483958418,0.0019962904069307954,0.003912729197584359,0.0,0.0,0.0,0.0,6.546016425670871,0.16993094464767705,0.02403186465876166,0.04710245473117285
no_offloading,NONE,REACTIVE,DROP,FIXED,50,6778.18,93.6684753014915,13.246722813817856,25.963576715082997,455.32,13.415556002534627,1.8972461245560253,3.7186024041298094,114.18,8.302175765965185,1.1741049565433201,2.3012457148249075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.62,13.179901210493474,1.8639195042617442,3.6532822283530186,6317.86,96.1344742683765,13.595467732194535,26.64711675510129,1923.6,59.23767416784969,8.377472221161138,16.41984555347583,5.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06719004416326711,0.0022850531725071366,0.000323155318730326,0.0006333844247114389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8733142896354974,0.015476097550156267,0.0021886507048040024,0.004289755381415844,0.0,0.0,0.0,0.0,6.567617636813268,0.19245989257943685,0.02721793902987086,0.05334716049854688
random_offloading,RANDOM,REACTIVE,DROP,FIXED,50,6778.18,93.6684753014915,13.246722813817856,25.963576715082997,455.4,13.35083884852123,1.8880937368636317,3.700663724252718,113.84,7.25725534221036,1.0263308930558488,2.0116085503894636,210.48,26.64064716992913,3.767556453811019,7.384410649469597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.52,5.448235063405621,0.7704967917664868,1.5101737118623142,397.38,13.330783769845167,1.885257520437817,3.695104740058121,6107.3,97.06136287558148,13.726549576106375,26.904037169168497,1843.98,61.05082860591974,8.6338909808607,16.922426322486974,5.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06720317487245171,0.0023164478186506235,0.0003275951921665283,0.0006420865766463956,0.03105280629231668,0.00390314803880122,0.0005519884892422632,0.001081897438914836,1.8480447701510925,0.1972389299225171,0.027893796972438014,0.054671842065978506,0.8726151940331106,0.015329625446420407,0.002167936421242745,0.00424915538563578,0.0,0.0,0.0,0.0,6.563329815477318,0.19225777964034582,0.027189355943911496,0.05329113765006653
