time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,3,7,11,2.534,59.152,2.951,1.000,0.000000,
0.000,STARTED,1,3,7,11,2.534,59.152,2.951,1.000,0.000000,observed_rate=1.000
0.000,ARRIVED,2,4,7,4,8.105,82.134,6.508,1.000,0.000000,
0.000,ARRIVED,3,4,2,1,1.346,107.527,3.293,1.000,0.000000,
0.000,ARRIVED,4,4,4,16,7.210,92.438,2.745,1.000,0.000000,
0.000,ARRIVED,5,4,5,5,2.458,26.110,2.437,1.000,0.000000,
0.000,ARRIVED,6,4,6,1,6.159,103.788,4.008,1.000,0.000000,
0.000,ARRIVED,7,4,7,3,8.615,84.685,6.418,1.000,0.000000,
0.000,ARRIVED,8,4,3,17,6.859,59.326,5.343,1.000,0.000000,
0.000,ARRIVED,9,4,6,9,2.788,104.421,2.484,1.000,0.000000,
0.000,ARRIVED,10,4,4,18,6.342,87.673,5.467,1.614,0.000000,
0.000,STARTED,2,4,7,4,8.105,82.134,6.508,1.000,0.000000,observed_rate=9.000
1.000,ARRIVED,11,0,4,5,9.511,104.056,3.695,2.241,0.000000,
1.000,STARTED,11,0,4,5,9.511,104.056,3.695,2.241,0.000000,observed_rate=1.000
1.000,ARRIVED,12,1,1,14,4.876,98.341,3.469,2.530,0.000000,
1.000,STARTED,12,1,1,14,4.876,98.341,3.469,2.530,0.000000,observed_rate=1.000
1.000,ARRIVED,13,2,3,20,4.611,111.246,3.099,1.000,0.000000,
1.000,STARTED,13,2,3,20,4.611,111.246,3.099,1.000,0.000000,observed_rate=1.000
1.000,ARRIVED,14,3,10,4,4.404,110.459,2.204,1.000,0.000000,
1.000,ARRIVED,15,3,10,7,9.869,82.423,6.285,1.000,0.000000,
1.000,ARRIVED,16,3,6,10,1.800,102.798,7.135,1.774,0.000000,
1.000,ARRIVED,17,4,5,17,2.303,49.677,2.571,1.000,0.000000,
2.000,ARRIVED,18,0,5,16,7.915,28.993,3.552,1.000,0.000000,
2.000,ARRIVED,19,0,4,11,2.714,50.652,7.679,1.000,0.000000,
2.000,ARRIVED,20,1,3,19,1.564,80.533,5.509,1.000,0.000000,
2.000,ARRIVED,21,1,1,12,1.092,81.908,5.785,2.396,0.000000,
2.000,ARRIVED,22,2,7,9,1.194,69.489,3.524,1.000,0.000000,
2.000,ARRIVED,23,2,1,19,2.861,118.381,3.042,1.000,0.000000,
2.000,ARRIVED,24,3,4,8,8.497,31.803,2.293,1.981,0.000000,
2.000,ARRIVED,25,3,8,12,5.676,107.216,2.907,1.000,0.000000,
2.000,ARRIVED,26,3,8,13,9.710,50.689,7.934,2.859,0.000000,
2.000,ARRIVED,27,3,9,14,5.687,27.490,4.283,1.000,0.000000,
2.000,ARRIVED,28,4,1,2,6.280,115.891,7.457,1.000,0.000000,
2.000,ARRIVED,29,4,9,13,1.195,118.717,4.013,1.000,0.000000,
2.000,ARRIVED,30,4,4,15,7.831,120.734,7.795,1.000,0.000000,
2.000,ARRIVED,31,4,6,18,7.003,36.088,5.769,1.602,0.000000,
2.000,ARRIVED,32,4,6,13,6.800,34.474,5.798,1.000,0.000000,
2.000,ARRIVED,33,4,8,10,1.277,119.513,6.912,1.000,0.000000,
2.951,FINISHED,1,3,7,11,2.534,59.152,2.951,1.000,0.000000,
2.951,STARTED,14,3,10,4,4.404,110.459,2.204,1.000,0.000000,observed_rate=4.000
3.000,ARRIVED,34,0,2,1,3.533,42.857,5.403,1.000,0.000000,
3.000,ARRIVED,35,2,5,12,3.984,54.671,7.214,2.992,0.000000,
3.000,ARRIVED,36,2,8,13,7.282,62.412,7.826,2.000,0.000000,
3.000,ARRIVED,37,3,1,8,2.438,81.356,2.738,2.160,0.000000,
3.000,ARRIVED,38,3,3,3,7.595,110.905,7.924,1.000,0.000000,
3.000,ARRIVED,39,3,2,8,8.419,109.154,4.854,1.000,0.000000,
3.000,ARRIVED,40,4,3,9,7.645,51.273,2.362,2.358,0.000000,
3.000,ARRIVED,41,4,9,7,9.553,70.097,3.931,1.000,0.000000,
3.000,ARRIVED,42,4,7,6,9.877,39.708,7.991,1.000,0.000000,
3.000,ARRIVED,43,4,9,6,1.438,49.927,2.931,1.896,0.000000,
4.000,ARRIVED,44,1,10,16,4.340,118.895,4.136,1.000,0.000000,
4.000,ARRIVED,45,1,7,10,5.690,98.443,6.033,1.000,0.000000,
4.000,ARRIVED,46,1,3,2,4.767,99.748,6.131,1.000,0.000000,
4.000,ARRIVED,47,1,1,19,4.468,80.453,7.555,1.000,0.000000,
4.000,ARRIVED,48,2,2,14,4.738,32.828,2.361,1.000,0.000000,
4.000,ARRIVED,49,2,2,6,1.456,110.737,2.029,1.000,0.000000,
4.000,ARRIVED,50,3,4,7,2.375,73.177,6.035,1.000,0.000000,
4.000,ARRIVED,51,3,8,5,5.630,101.972,4.762,1.000,0.000000,
4.000,ARRIVED,52,3,5,3,1.901,109.674,4.028,1.000,0.000000,
4.000,ARRIVED,53,3,2,16,3.634,64.949,4.940,1.000,0.000000,
4.000,ARRIVED,54,3,9,20,6.831,108.480,5.697,1.000,0.000000,
4.000,ARRIVED,55,4,7,6,4.573,111.646,7.183,1.000,0.000000,
4.000,ARRIVED,56,4,8,10,2.394,78.022,4.467,1.000,0.000000,
4.000,ARRIVED,57,4,8,17,2.750,80.497,4.388,1.000,0.000000,
4.000,ARRIVED,58,4,6,3,6.919,49.535,5.556,1.000,0.000000,
4.000,ARRIVED,59,4,6,16,3.981,40.871,4.776,2.671,0.000000,
4.000,ARRIVED,60,4,3,16,5.591,115.765,6.621,1.913,0.000000,
