time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,1,10,7,4.988,35.648,6.641,1.000,0.000000,
0.000,ARRIVED,2,1,6,3,6.625,54.867,4.416,2.835,0.000000,
0.000,ARRIVED,3,1,6,18,3.098,52.640,2.105,1.000,0.000000,
0.000,STARTED,1,1,10,7,4.988,35.648,6.641,1.000,0.000000,observed_rate=3.000
0.000,ARRIVED,4,3,3,9,9.888,92.672,7.382,1.000,0.000000,
0.000,ARRIVED,5,3,2,12,7.937,81.564,2.432,1.000,0.000000,
0.000,ARRIVED,6,3,4,7,8.271,101.310,5.981,1.000,0.000000,
0.000,STARTED,4,3,3,9,9.888,92.672,7.382,1.000,0.000000,observed_rate=3.000
0.000,ARRIVED,7,4,9,11,6.915,20.392,3.909,1.000,0.000000,
0.000,ARRIVED,8,4,4,11,6.748,87.942,2.942,1.000,0.000000,
0.000,ARRIVED,9,4,9,12,4.529,56.994,3.661,1.973,0.000000,
0.000,STARTED,7,4,9,11,6.915,20.392,3.909,1.000,0.000000,observed_rate=3.000
1.000,ARRIVED,10,1,5,18,4.381,92.734,7.341,1.000,0.000000,
1.000,ARRIVED,11,2,7,14,5.423,118.042,2.559,1.000,0.000000,
1.000,ARRIVED,12,2,3,1,1.101,43.865,7.795,1.000,0.000000,
1.000,ARRIVED,13,2,10,2,1.457,114.983,3.499,1.000,0.000000,
1.000,STARTED,11,2,7,14,5.423,118.042,2.559,1.000,0.000000,observed_rate=3.000
1.000,ARRIVED,14,3,5,11,5.374,41.472,7.213,1.000,0.000000,
1.000,ARRIVED,15,4,1,10,2.296,95.821,5.012,1.000,0.000000,
1.000,ARRIVED,16,4,8,19,1.705,80.927,6.746,1.000,0.000000,
1.000,ARRIVED,17,4,4,15,1.211,94.696,7.919,1.000,0.000000,
1.000,ARRIVED,18,4,3,1,7.653,49.325,7.433,1.000,0.000000,
1.000,ARRIVED,19,4,9,1,7.600,36.307,5.530,2.483,0.000000,
1.000,ARRIVED,20,4,10,19,2.710,94.080,4.155,1.000,0.000000,
2.000,ARRIVED,21,1,1,1,4.503,76.350,7.372,2.268,0.000000,
2.000,ARRIVED,22,1,7,12,5.352,32.668,3.656,1.000,0.000000,
2.000,ARRIVED,23,1,10,20,5.476,94.500,4.753,1.000,0.000000,
2.000,ARRIVED,24,3,6,10,4.166,34.991,3.432,1.000,0.000000,
2.000,ARRIVED,25,3,10,9,6.995,43.923,7.845,1.710,0.000000,
2.000,ARRIVED,26,3,3,15,7.786,41.752,7.819,2.584,0.000000,
2.000,ARRIVED,27,4,1,8,7.456,24.546,5.116,1.000,0.000000,
3.000,ARRIVED,28,1,6,4,3.306,82.883,6.581,2.335,0.000000,
3.000,ARRIVED,29,1,10,13,6.434,46.642,7.707,1.000,0.000000,
3.000,ARRIVED,30,2,10,8,5.600,88.458,5.659,1.976,0.000000,
3.000,ARRIVED,31,2,2,6,7.101,54.949,3.381,1.000,0.000000,
3.000,ARRIVED,32,2,10,4,2.315,36.349,3.594,1.000,0.000000,
3.000,ARRIVED,33,3,5,3,6.350,47.397,3.382,2.303,0.000000,
3.000,ARRIVED,34,3,8,12,1.690,69.146,8.000,1.655,0.000000,
3.000,ARRIVED,35,3,2,2,6.189,49.701,5.203,1.000,0.000000,
3.000,ARRIVED,36,3,5,1,9.537,67.718,7.853,1.000,0.000000,
3.000,ARRIVED,37,3,3,6,2.451,73.448,6.276,1.000,0.000000,
3.000,ARRIVED,38,4,6,19,3.785,28.958,3.066,1.000,0.000000,
3.000,ARRIVED,39,4,6,8,5.901,102.588,5.458,1.952,0.000000,
3.000,ARRIVED,40,4,4,12,3.740,76.691,2.526,1.000,0.000000,
3.000,ARRIVED,41,4,1,17,1.769,25.280,3.774,1.000,0.000000,
3.000,ARRIVED,42,4,9,1,2.007,122.580,3.239,1.000,0.000000,
3.559,FINISHED,11,2,7,14,5.423,118.042,2.559,1.000,0.000000,
3.559,STARTED,12,2,3,1,1.101,43.865,7.795,1.000,0.000000,observed_rate=3.000
3.909,FINISHED,7,4,9,11,6.915,20.392,3.909,1.000,0.000000,
3.909,STARTED,8,4,4,11,6.748,87.942,2.942,1.000,0.000000,observed_rate=5.000
4.000,ARRIVED,43,2,9,18,4.696,112.299,6.406,1.000,0.000000,
4.000,ARRIVED,44,3,6,9,4.534,26.176,4.697,2.777,0.000000,
4.000,ARRIVED,45,3,10,19,1.673,75.498,4.724,1.000,0.000000,
4.000,ARRIVED,46,3,2,10,6.720,100.499,3.440,1.000,0.000000,
4.000,ARRIVED,47,4,5,3,9.914,61.785,2.199,1.000,0.000000,
4.000,ARRIVED,48,4,2,1,1.661,34.471,7.726,1.000,0.000000,
4.000,ARRIVED,49,4,7,20,4.204,52.900,7.793,1.000,0.000000,
4.000,ARRIVED,50,4,9,12,3.192,36.567,7.668,1.000,0.000000,
4.000,ARRIVED,51,4,8,11,6.282,27.070,4.630,1.000,0.000000,
5.000,ARRIVED,52,0,7,10,9.929,53.282,5.563,2.333,0.000000,
5.000,STARTED,52,0,7,10,9.929,53.282,5.563,2.333,0.000000,observed_rate=1.000
5.000,ARRIVED,53,1,5,9,4.423,112.032,6.523,1.000,0.000000,
5.000,ARRIVED,54,2,4,12,2.053,65.547,2.509,1.000,0.000000,
5.000,ARRIVED,55,3,3,14,3.536,37.723,4.174,1.000,0.000000,
5.000,ARRIVED,56,3,6,6,2.047,78.009,4.805,1.000,0.000000,
5.000,ARRIVED,57,3,8,1,7.413,100.715,2.039,1.850,0.000000,
5.000,ARRIVED,58,3,1,5,5.422,43.727,4.183,1.000,0.000000,
5.000,ARRIVED,59,4,3,7,9.908,109.878,2.487,1.780,0.000000,
5.000,ARRIVED,60,4,8,11,8.120,53.773,4.659,1.000,0.000000,
5.000,ARRIVED,61,4,7,11,5.151,93.072,2.324,1.000,0.000000,
