time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,0,9,15,4.030,77.308,5.916,1.000,0.000000,
0.000,STARTED,1,0,9,15,4.030,77.308,5.916,1.000,0.000000,observed_rate=1.000
0.000,ARRIVED,2,1,5,18,1.082,46.970,4.263,1.000,0.000000,
0.000,ARRIVED,3,1,6,4,2.199,56.958,2.672,1.000,0.000000,
0.000,ARRIVED,4,1,8,12,2.339,102.915,2.676,1.000,0.000000,
0.000,ARRIVED,5,1,9,6,8.829,25.474,4.552,2.796,0.000000,
0.000,STARTED,2,1,5,18,1.082,46.970,4.263,1.000,0.000000,observed_rate=4.000
0.000,OFFLOADED,5,1,9,6,8.829,25.474,4.552,2.796,1.895394,trigger=PROACTIVE;observed_rate=4.000;smoothed_rate=4.000;predicted_queue=41.476;deadline_risk=false;decision_score=1.895394;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,5,0,9,6,8.829,25.474,4.552,2.796,1.895394,source_node=1;rough_score=1.895394
0.000,ARRIVED,6,3,1,9,4.367,36.332,7.925,1.000,0.000000,
0.000,ARRIVED,7,3,9,7,4.621,118.885,5.220,1.000,0.000000,
0.000,ARRIVED,8,3,8,7,2.775,93.325,4.471,2.959,0.000000,
0.000,STARTED,6,3,1,9,4.367,36.332,7.925,1.000,0.000000,observed_rate=3.000
0.000,ARRIVED,9,4,4,12,4.862,50.018,3.019,1.000,0.000000,
0.000,STARTED,9,4,4,12,4.862,50.018,3.019,1.000,0.000000,observed_rate=1.000
1.000,ARRIVED,10,0,7,8,8.683,21.809,4.682,1.000,0.000000,
1.000,OFFLOADED,10,0,7,8,8.683,21.809,4.682,1.000,2.000000,trigger=PROACTIVE;observed_rate=1.000;smoothed_rate=1.000;predicted_queue=10.476;deadline_risk=false;decision_score=2.000000;offload_count=1;destination_node=2;destination_policy=LEAST_QUEUE
1.000,RECEIVED_OFFLOAD,10,2,7,8,8.683,21.809,4.682,1.000,2.000000,source_node=0;rough_score=2.000000
1.000,STARTED,10,2,7,8,8.683,21.809,4.682,1.000,2.000000,observed_rate=0.000
1.000,ARRIVED,11,1,6,11,1.136,102.612,6.043,1.000,0.000000,
1.000,ARRIVED,12,1,7,2,8.721,24.731,6.852,1.897,0.000000,
1.000,ARRIVED,13,1,3,14,1.658,102.876,6.700,2.481,0.000000,
1.000,ARRIVED,14,2,4,12,1.788,114.394,7.280,2.821,0.000000,
1.000,ARRIVED,15,3,7,17,7.270,26.857,3.960,2.378,0.000000,
1.000,ARRIVED,16,3,5,9,7.224,32.332,2.988,1.000,0.000000,
1.000,ARRIVED,17,3,9,14,1.436,119.053,5.860,2.543,0.000000,
1.000,ARRIVED,18,3,6,16,5.719,59.833,2.486,1.000,0.000000,
