time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,2,2,15,5.944,41.253,4.203,1.000,0.000000,
0.000,ARRIVED,2,2,7,3,5.668,53.257,7.086,2.524,0.000000,
0.000,ARRIVED,3,2,6,18,4.851,54.188,5.014,1.000,0.000000,
0.000,STARTED,1,2,2,15,5.944,41.253,4.203,1.000,0.000000,observed_rate=3.000
0.000,ARRIVED,4,3,7,16,4.079,58.116,4.219,1.000,0.000000,
0.000,ARRIVED,5,3,10,15,3.285,81.802,7.074,2.119,0.000000,
0.000,STARTED,4,3,7,16,4.079,58.116,4.219,1.000,0.000000,observed_rate=2.000
0.000,ARRIVED,6,4,4,1,4.027,113.916,2.004,2.367,0.000000,
0.000,ARRIVED,7,4,7,20,1.494,37.425,4.271,1.000,0.000000,
0.000,ARRIVED,8,4,7,5,6.687,29.780,7.218,1.000,0.000000,
0.000,ARRIVED,9,4,9,13,4.442,110.745,5.803,2.267,0.000000,
0.000,ARRIVED,10,4,2,15,8.368,71.246,4.814,1.529,0.000000,
0.000,ARRIVED,11,4,3,20,7.265,101.938,4.221,1.000,0.000000,
0.000,STARTED,6,4,4,1,4.027,113.916,2.004,2.367,0.000000,observed_rate=6.000
1.000,ARRIVED,12,1,9,11,7.851,26.043,6.441,1.000,0.000000,
1.000,STARTED,12,1,9,11,7.851,26.043,6.441,1.000,0.000000,observed_rate=1.000
1.000,ARRIVED,13,2,3,1,9.883,73.577,4.404,1.000,0.000000,
1.000,ARRIVED,14,2,1,13,1.807,106.829,4.232,1.000,0.000000,
1.000,ARRIVED,15,4,2,1,7.462,118.541,6.758,1.000,0.000000,
1.000,ARRIVED,16,4,4,12,3.588,76.926,3.771,1.000,0.000000,
2.000,ARRIVED,17,2,8,9,5.359,92.022,5.626,1.000,0.000000,
2.000,ARRIVED,18,2,1,7,6.377,116.264,2.102,1.000,0.000000,
2.000,ARRIVED,19,2,9,4,7.440,115.593,3.415,1.000,0.000000,
2.000,ARRIVED,20,3,8,9,9.661,44.714,2.561,2.966,0.000000,
2.000,ARRIVED,21,3,4,12,1.016,101.457,2.401,1.000,0.000000,
2.000,ARRIVED,22,3,5,15,2.849,79.827,4.581,1.000,0.000000,
2.000,ARRIVED,23,3,10,17,9.202,90.578,5.810,2.790,0.000000,
2.000,ARRIVED,24,3,5,6,1.439,61.884,3.292,1.000,0.000000,
2.000,ARRIVED,25,4,3,11,7.358,66.263,4.121,1.000,0.000000,
2.000,ARRIVED,26,4,5,18,3.264,45.615,2.674,1.000,0.000000,
2.000,ARRIVED,27,4,10,15,4.444,47.159,7.127,1.000,0.000000,
2.000,ARRIVED,28,4,5,17,4.274,117.740,5.163,1.000,0.000000,
3.000,ARRIVED,29,1,3,19,6.609,106.817,3.397,2.589,0.000000,
3.000,ARRIVED,30,2,2,18,2.503,50.491,5.907,2.859,0.000000,
3.000,ARRIVED,31,2,10,8,7.372,25.632,6.946,1.000,0.000000,
3.000,ARRIVED,32,2,5,7,6.016,67.808,2.603,1.000,0.000000,
3.000,ARRIVED,33,3,1,11,8.972,90.161,3.861,1.000,0.000000,
3.000,ARRIVED,34,3,4,8,4.077,52.112,7.800,1.000,0.000000,
3.000,ARRIVED,35,4,6,1,1.835,37.262,5.976,2.960,0.000000,
3.000,ARRIVED,36,4,6,13,2.766,115.718,3.400,1.000,0.000000,
3.000,ARRIVED,37,4,9,5,7.219,71.128,7.898,1.000,0.000000,
3.000,ARRIVED,38,4,5,11,9.544,66.965,2.991,1.000,0.000000,
3.000,ARRIVED,39,4,2,9,8.635,87.438,3.554,1.000,0.000000,
3.000,ARRIVED,40,4,6,3,5.789,87.469,2.987,1.000,0.000000,
4.000,ARRIVED,41,1,9,18,7.468,60.085,2.675,1.806,0.000000,
4.000,ARRIVED,42,1,3,9,2.768,75.896,4.601,1.000,0.000000,
4.000,ARRIVED,43,1,3,13,7.529,97.664,4.342,1.000,0.000000,
4.000,ARRIVED,44,2,2,14,3.775,95.340,7.746,2.097,0.000000,
4.000,ARRIVED,45,2,7,7,8.589,40.704,2.694,1.610,0.000000,
4.000,ARRIVED,46,2,7,1,1.452,26.413,2.828,1.000,0.000000,
4.000,ARRIVED,47,2,6,11,5.837,56.297,3.598,1.000,0.000000,
4.000,ARRIVED,48,3,1,20,9.417,48.042,2.514,1.000,0.000000,
4.000,ARRIVED,49,3,1,13,9.036,43.326,6.954,1.000,0.000000,
4.000,ARRIVED,50,3,3,17,8.007,38.999,5.319,1.000,0.000000,
4.000,ARRIVED,51,4,8,3,6.464,45.838,5.504,1.000,0.000000,
4.000,ARRIVED,52,4,1,11,2.976,109.213,3.033,1.632,0.000000,
4.000,ARRIVED,53,4,4,16,4.636,100.940,5.986,1.000,0.000000,
4.000,ARRIVED,54,4,1,11,4.592,117.145,3.428,1.000,0.000000,
4.000,ARRIVED,55,4,3,7,3.661,108.108,3.315,1.622,0.000000,
4.203,FINISHED,1,2,2,15,5.944,41.253,4.203,1.000,0.000000,
4.203,STARTED,2,2,7,3,5.668,53.257,7.086,2.524,0.000000,observed_rate=4.000
4.219,FINISHED,4,3,7,16,4.079,58.116,4.219,1.000,0.000000,
4.219,STARTED,5,3,10,15,3.285,81.802,7.074,2.119,0.000000,observed_rate=3.000
4.744,FINISHED,6,4,4,1,4.027,113.916,2.004,2.367,0.000000,
4.744,STARTED,7,4,7,20,1.494,37.425,4.271,1.000,0.000000,observed_rate=5.000
5.000,ARRIVED,56,0,4,9,4.229,72.245,4.997,1.000,0.000000,
5.000,STARTED,56,0,4,9,4.229,72.245,4.997,1.000,0.000000,observed_rate=1.000
5.000,ARRIVED,57,2,9,12,1.000,114.302,3.127,1.925,0.000000,
5.000,ARRIVED,58,2,9,5,6.297,29.544,6.194,1.000,0.000000,
5.000,ARRIVED,59,3,3,11,9.033,58.104,5.939,1.000,0.000000,
5.000,ARRIVED,60,3,1,18,9.254,68.870,7.523,1.000,0.000000,
5.000,ARRIVED,61,3,1,10,9.739,65.557,2.322,1.000,0.000000,
5.000,ARRIVED,62,3,1,8,7.863,98.380,7.643,1.951,0.000000,
5.000,ARRIVED,63,4,8,11,1.542,104.452,4.397,1.000,0.000000,
5.000,ARRIVED,64,4,6,14,5.939,77.994,4.469,2.119,0.000000,
5.000,ARRIVED,65,4,7,14,6.465,85.704,5.585,1.000,0.000000,
6.000,ARRIVED,66,0,1,9,6.710,91.966,6.726,1.000,0.000000,
6.000,ARRIVED,67,1,10,18,7.346,34.406,5.186,2.752,0.000000,
6.000,ARRIVED,68,2,9,6,5.196,70.645,3.756,1.000,0.000000,
