time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,0,6,15,2.146,119.980,3.997,1.000,0.000000,
0.000,STARTED,1,0,6,15,2.146,119.980,3.997,1.000,0.000000,observed_rate=1.000
0.000,ARRIVED,2,1,8,19,3.195,23.410,4.906,2.403,0.000000,
0.000,STARTED,2,1,8,19,3.195,23.410,4.906,2.403,0.000000,observed_rate=1.000
0.000,ARRIVED,3,2,5,5,2.860,86.906,4.533,1.000,0.000000,
0.000,ARRIVED,4,2,6,11,9.207,89.126,4.788,1.000,0.000000,
0.000,STARTED,3,2,5,5,2.860,86.906,4.533,1.000,0.000000,observed_rate=2.000
0.000,ARRIVED,5,3,10,15,6.027,118.587,3.652,1.000,0.000000,
0.000,ARRIVED,6,3,5,5,2.983,48.387,3.504,1.000,0.000000,
0.000,ARRIVED,7,3,10,16,5.620,66.710,5.859,1.000,0.000000,
0.000,STARTED,5,3,10,15,6.027,118.587,3.652,1.000,0.000000,observed_rate=3.000
0.000,ARRIVED,8,4,7,20,1.743,39.885,7.704,1.000,0.000000,
0.000,ARRIVED,9,4,1,15,8.232,34.704,6.608,1.000,0.000000,
0.000,ARRIVED,10,4,3,10,1.295,61.511,3.661,2.577,0.000000,
0.000,STARTED,8,4,7,20,1.743,39.885,7.704,1.000,0.000000,observed_rate=3.000
1.000,ARRIVED,11,1,1,18,3.213,108.175,5.611,1.000,0.000000,
1.000,ARRIVED,12,1,3,4,4.612,90.190,2.729,1.000,0.000000,
1.000,ARRIVED,13,1,8,7,3.902,72.955,3.180,1.823,0.000000,
1.000,ARRIVED,14,2,1,4,7.662,97.108,6.374,1.000,0.000000,
1.000,ARRIVED,15,2,7,19,6.244,116.180,5.881,1.612,0.000000,
1.000,ARRIVED,16,2,2,16,7.040,50.509,4.059,1.000,0.000000,
1.000,ARRIVED,17,2,9,19,6.113,111.447,6.349,2.791,0.000000,
1.000,ARRIVED,18,3,2,9,2.088,28.446,5.387,1.634,0.000000,
1.000,ARRIVED,19,3,2,11,8.291,108.808,6.881,1.000,0.000000,
1.000,ARRIVED,20,3,1,16,3.224,27.456,5.479,1.000,0.000000,
1.000,ARRIVED,21,3,5,7,2.870,107.141,3.647,1.000,0.000000,
1.000,ARRIVED,22,4,7,11,9.448,25.117,6.635,1.000,0.000000,
1.000,ARRIVED,23,4,10,11,3.462,47.116,2.421,1.000,0.000000,
1.000,ARRIVED,24,4,5,11,9.032,74.300,4.482,1.000,0.000000,
2.000,ARRIVED,25,0,1,20,3.086,68.136,4.018,1.000,0.000000,
2.000,ARRIVED,26,1,5,2,4.829,116.592,2.005,1.000,0.000000,
2.000,ARRIVED,27,2,9,7,4.299,64.029,5.565,2.309,0.000000,
2.000,ARRIVED,28,2,10,7,6.755,99.260,4.662,1.000,0.000000,
2.000,ARRIVED,29,2,2,6,1.950,47.145,2.051,1.597,0.000000,
2.000,ARRIVED,30,3,4,14,3.707,59.385,6.150,1.000,0.000000,
2.000,ARRIVED,31,3,1,2,3.736,25.165,3.998,1.000,0.000000,
2.000,ARRIVED,32,3,5,2,8.199,115.749,6.009,1.567,0.000000,
2.000,ARRIVED,33,3,1,10,3.900,57.834,6.348,1.000,0.000000,
2.000,ARRIVED,34,4,3,3,5.175,77.420,5.591,1.000,0.000000,
2.000,ARRIVED,35,4,2,16,3.358,76.949,2.868,1.000,0.000000,
3.000,ARRIVED,36,1,10,1,7.585,72.775,5.119,1.000,0.000000,
3.000,ARRIVED,37,1,2,12,5.388,24.353,3.512,1.000,0.000000,
3.000,ARRIVED,38,1,8,16,4.922,37.120,3.141,1.000,0.000000,
3.000,ARRIVED,39,2,5,14,3.205,28.185,7.977,2.233,0.000000,
3.000,ARRIVED,40,2,1,11,1.738,26.639,2.985,1.000,0.000000,
3.000,ARRIVED,41,2,3,5,7.001,64.450,3.852,1.000,0.000000,
3.000,ARRIVED,42,2,6,3,4.502,45.845,3.572,1.000,0.000000,
3.000,ARRIVED,43,3,2,5,1.053,62.192,7.960,1.000,0.000000,
3.000,ARRIVED,44,3,5,6,7.640,95.391,2.499,1.000,0.000000,
3.000,ARRIVED,45,3,5,10,8.443,88.834,7.225,1.000,0.000000,
3.000,ARRIVED,46,3,10,18,1.251,70.606,5.195,1.000,0.000000,
3.000,ARRIVED,47,3,3,2,3.830,109.634,7.663,1.000,0.000000,
3.000,ARRIVED,48,3,5,13,7.186,30.520,7.572,1.000,0.000000,
3.000,ARRIVED,49,4,2,14,6.574,96.243,6.504,1.000,0.000000,
3.000,ARRIVED,50,4,10,2,4.947,86.421,5.463,1.000,0.000000,
3.000,ARRIVED,51,4,5,7,8.843,87.382,4.639,1.000,0.000000,
3.000,ARRIVED,52,4,7,6,9.642,82.599,3.635,1.000,0.000000,
3.652,FINISHED,5,3,10,15,6.027,118.587,3.652,1.000,0.000000,
3.652,STARTED,6,3,5,5,2.983,48.387,3.504,1.000,0.000000,observed_rate=6.000
3.997,FINISHED,1,0,6,15,2.146,119.980,3.997,1.000,0.000000,
3.997,STARTED,25,0,1,20,3.086,68.136,4.018,1.000,0.000000,observed_rate=0.000
4.000,ARRIVED,53,1,2,15,4.110,89.521,5.519,1.000,0.000000,
4.000,ARRIVED,54,2,8,17,1.439,26.066,7.182,1.000,0.000000,
4.000,ARRIVED,55,2,4,8,3.486,112.220,6.190,2.178,0.000000,
4.000,ARRIVED,56,2,3,19,7.031,77.334,4.618,1.914,0.000000,
4.000,ARRIVED,57,2,9,12,9.557,114.899,5.968,2.053,0.000000,
4.000,ARRIVED,58,3,10,6,9.997,88.917,7.645,1.000,0.000000,
4.000,ARRIVED,59,3,4,17,1.221,108.845,7.366,1.000,0.000000,
4.000,ARRIVED,60,3,10,5,7.975,113.715,7.676,1.000,0.000000,
4.000,ARRIVED,61,3,4,10,3.245,55.644,7.583,1.000,0.000000,
4.000,ARRIVED,62,4,1,11,7.384,55.164,3.448,1.000,0.000000,
4.000,ARRIVED,63,4,8,6,3.697,63.511,2.909,1.000,0.000000,
4.000,ARRIVED,64,4,1,9,1.544,81.127,6.861,1.000,0.000000,
4.000,ARRIVED,65,4,5,20,7.684,121.168,6.106,1.676,0.000000,
4.000,ARRIVED,66,4,1,16,4.586,66.222,3.358,1.000,0.000000,
