time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,2,5,19,4.798,87.313,6.427,1.000,0.000000,
0.000,ARRIVED,2,2,4,18,9.621,64.579,5.123,1.000,0.000000,
0.000,ARRIVED,3,2,4,3,6.739,27.466,6.332,1.000,0.000000,
0.000,ARRIVED,4,2,8,17,3.568,40.076,6.326,1.000,0.000000,
0.000,ARRIVED,5,2,4,12,5.023,25.014,2.732,1.000,0.000000,
0.000,STARTED,1,2,5,19,4.798,87.313,6.427,1.000,0.000000,observed_rate=5.000
0.000,ARRIVED,6,3,10,16,7.661,108.546,6.268,1.800,0.000000,
0.000,ARRIVED,7,3,2,20,9.253,78.464,2.631,1.911,0.000000,
0.000,STARTED,6,3,10,16,7.661,108.546,6.268,1.800,0.000000,observed_rate=2.000
0.000,ARRIVED,8,4,10,17,8.953,114.284,4.323,1.000,0.000000,
0.000,ARRIVED,9,4,4,4,6.294,79.856,6.234,2.125,0.000000,
0.000,ARRIVED,10,4,9,1,7.719,71.473,3.158,1.693,0.000000,
0.000,ARRIVED,11,4,4,2,6.778,60.607,2.839,1.000,0.000000,
0.000,ARRIVED,12,4,5,4,9.922,76.928,2.196,1.000,0.000000,
0.000,ARRIVED,13,4,4,18,1.122,26.664,4.525,1.566,0.000000,
0.000,ARRIVED,14,4,4,19,2.033,83.097,4.917,2.761,0.000000,
0.000,STARTED,8,4,10,17,8.953,114.284,4.323,1.000,0.000000,observed_rate=7.000
1.000,ARRIVED,15,0,9,13,6.317,113.256,5.578,1.798,0.000000,
1.000,STARTED,15,0,9,13,6.317,113.256,5.578,1.798,0.000000,observed_rate=1.000
1.000,ARRIVED,16,2,4,3,3.864,42.358,7.166,1.000,0.000000,
1.000,ARRIVED,17,2,2,17,9.314,103.047,4.527,1.000,0.000000,
1.000,ARRIVED,18,2,2,1,9.288,86.970,6.100,1.839,0.000000,
1.000,ARRIVED,19,3,4,3,5.995,65.912,2.013,2.135,0.000000,
1.000,ARRIVED,20,3,5,7,2.458,54.397,4.487,1.000,0.000000,
1.000,ARRIVED,21,3,5,16,1.776,51.529,5.118,2.899,0.000000,
1.000,ARRIVED,22,3,10,8,3.434,32.044,2.751,1.000,0.000000,
1.000,ARRIVED,23,4,3,15,1.442,62.522,4.283,2.472,0.000000,
1.000,ARRIVED,24,4,4,16,5.827,56.043,4.962,1.000,0.000000,
1.000,ARRIVED,25,4,5,17,8.468,94.376,4.288,1.000,0.000000,
1.000,ARRIVED,26,4,1,19,9.044,117.382,4.723,2.502,0.000000,
1.000,ARRIVED,27,4,10,1,7.534,29.593,3.588,1.000,0.000000,
1.000,ARRIVED,28,4,3,7,8.368,91.606,2.190,1.000,0.000000,
2.000,ARRIVED,29,1,2,7,6.918,62.002,7.804,1.000,0.000000,
2.000,STARTED,29,1,2,7,6.918,62.002,7.804,1.000,0.000000,observed_rate=1.000
2.000,ARRIVED,30,2,3,5,1.482,107.453,3.534,2.829,0.000000,
2.000,ARRIVED,31,2,9,8,9.396,112.482,7.538,2.920,0.000000,
2.000,ARRIVED,32,3,9,12,4.545,23.966,6.900,1.000,0.000000,
2.000,ARRIVED,33,4,4,13,3.185,108.292,7.627,2.001,0.000000,
2.000,ARRIVED,34,4,4,2,7.290,38.900,2.595,1.000,0.000000,
2.000,ARRIVED,35,4,4,5,4.561,110.646,3.083,1.000,0.000000,
2.000,ARRIVED,36,4,8,17,3.470,41.236,6.705,1.000,0.000000,
3.000,ARRIVED,37,0,1,5,4.850,97.104,5.042,1.000,0.000000,
3.000,ARRIVED,38,1,4,12,1.403,23.687,5.148,1.000,0.000000,
3.000,ARRIVED,39,1,9,17,3.028,80.153,5.635,1.000,0.000000,
3.000,ARRIVED,40,1,8,17,1.906,117.100,2.766,1.000,0.000000,
3.000,ARRIVED,41,1,8,19,2.004,102.014,3.534,1.000,0.000000,
3.000,ARRIVED,42,3,3,14,3.617,88.940,4.085,1.908,0.000000,
3.000,ARRIVED,43,4,3,11,6.477,48.279,7.147,1.000,0.000000,
