time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,0,2,1,4.106,75.540,6.138,1.000,0.000000,
0.000,ARRIVED,2,0,7,4,6.303,59.167,4.877,1.000,0.000000,
0.000,STARTED,1,0,2,1,4.106,75.540,6.138,1.000,0.000000,observed_rate=2.000
0.000,ARRIVED,3,1,4,2,4.522,114.856,3.006,1.000,0.000000,
0.000,STARTED,3,1,4,2,4.522,114.856,3.006,1.000,0.000000,observed_rate=1.000
0.000,ARRIVED,4,2,6,2,7.985,38.272,7.514,1.000,0.000000,
0.000,ARRIVED,5,2,8,6,8.762,61.088,4.880,1.000,0.000000,
0.000,STARTED,4,2,6,2,7.985,38.272,7.514,1.000,0.000000,observed_rate=2.000
0.000,ARRIVED,6,3,9,20,7.913,40.065,6.058,1.000,0.000000,
0.000,ARRIVED,7,3,6,15,8.267,111.696,6.059,1.000,0.000000,
0.000,STARTED,6,3,9,20,7.913,40.065,6.058,1.000,0.000000,observed_rate=2.000
0.000,ARRIVED,8,4,10,11,1.533,22.777,3.490,1.000,0.000000,
0.000,ARRIVED,9,4,5,4,7.067,50.527,6.520,1.000,0.000000,
0.000,STARTED,8,4,10,11,1.533,22.777,3.490,1.000,0.000000,observed_rate=2.000
1.000,ARRIVED,10,0,10,16,9.881,63.114,2.434,1.000,0.000000,
1.000,ARRIVED,11,1,3,18,4.134,36.960,2.741,1.000,0.000000,
1.000,ARRIVED,12,2,7,4,3.764,46.382,4.181,1.000,0.000000,
1.000,ARRIVED,13,2,3,10,6.995,26.088,2.745,1.000,0.000000,
1.000,ARRIVED,14,3,3,3,2.823,117.986,5.567,1.000,0.000000,
1.000,ARRIVED,15,3,6,15,2.589,58.935,6.319,1.000,0.000000,
1.000,ARRIVED,16,3,9,5,6.392,48.646,2.138,1.000,0.000000,
1.000,ARRIVED,17,3,10,19,3.497,47.871,7.771,1.000,0.000000,
1.000,ARRIVED,18,3,8,4,2.932,116.234,7.262,1.000,0.000000,
1.000,ARRIVED,19,4,1,20,9.852,24.482,7.084,1.000,0.000000,
