time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,0,6,12,3.523,119.886,3.927,2.499,0.000000,
0.000,ARRIVED,2,0,10,7,5.449,65.705,7.223,1.000,0.000000,
0.000,STARTED,1,0,6,12,3.523,119.886,3.927,2.499,0.000000,observed_rate=2.000
0.000,OFFLOADED,2,0,10,7,5.449,65.705,7.223,1.000,0.000000,trigger=REACTIVE;observed_rate=2.000;smoothed_rate=2.000;predicted_queue=1.000;deadline_risk=false;decision_score=0.000000;offload_count=1;destination_node=1;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,2,1,10,7,5.449,65.705,7.223,1.000,0.000000,source_node=0;rough_score=0.000000
0.000,STARTED,2,1,10,7,5.449,65.705,7.223,1.000,0.000000,observed_rate=0.000
0.000,ARRIVED,3,1,2,16,1.890,57.847,2.310,1.000,0.000000,
0.000,ARRIVED,4,1,6,13,9.381,101.006,6.206,1.000,0.000000,
0.000,ARRIVED,5,1,3,15,7.839,78.277,2.867,1.000,0.000000,
0.000,OFFLOADED,3,1,2,16,1.890,57.847,2.310,1.000,0.000000,trigger=PROACTIVE;observed_rate=3.000;smoothed_rate=3.000;predicted_queue=31.476;deadline_risk=false;decision_score=0.000000;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,3,0,2,16,1.890,57.847,2.310,1.000,0.000000,source_node=1;rough_score=0.000000
0.000,OFFLOADED,4,1,6,13,9.381,101.006,6.206,1.000,0.000000,trigger=PROACTIVE;observed_rate=3.000;smoothed_rate=3.000;predicted_queue=31.476;deadline_risk=false;decision_score=0.000000;offload_count=1;destination_node=2;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,4,2,6,13,9.381,101.006,6.206,1.000,0.000000,source_node=1;rough_score=0.000000
0.000,STARTED,4,2,6,13,9.381,101.006,6.206,1.000,0.000000,observed_rate=0.000
0.000,ARRIVED,6,2,7,2,1.554,73.700,5.834,1.000,0.000000,
0.000,ARRIVED,7,2,3,3,6.779,80.724,3.864,1.000,0.000000,
0.000,ARRIVED,8,3,2,5,2.646,37.774,3.186,2.175,0.000000,
0.000,ARRIVED,9,3,5,2,9.665,66.123,7.865,1.000,0.000000,
0.000,ARRIVED,10,3,4,7,3.684,98.703,7.906,1.000,0.000000,
0.000,ARRIVED,11,3,6,7,4.085,90.580,4.710,1.000,0.000000,
0.000,STARTED,8,3,2,5,2.646,37.774,3.186,2.175,0.000000,observed_rate=4.000
0.000,OFFLOADED,9,3,5,2,9.665,66.123,7.865,1.000,0.000000,trigger=REACTIVE;observed_rate=4.000;smoothed_rate=4.000;predicted_queue=3.000;deadline_risk=false;decision_score=0.000000;offload_count=1;destination_node=4;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,9,4,5,2,9.665,66.123,7.865,1.000,0.000000,source_node=3;rough_score=0.000000
0.000,STARTED,9,4,5,2,9.665,66.123,7.865,1.000,0.000000,observed_rate=0.000
0.000,OFFLOADED,10,3,4,7,3.684,98.703,7.906,1.000,0.000000,trigger=REACTIVE;observed_rate=4.000;smoothed_rate=4.000;predicted_queue=3.000;deadline_risk=false;decision_score=0.000000;offload_count=1;destination_node=4;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,10,4,4,7,3.684,98.703,7.906,1.000,0.000000,source_node=3;rough_score=0.000000
0.000,ARRIVED,12,4,1,12,5.006,53.183,4.393,1.000,0.000000,
1.000,ARRIVED,13,0,2,1,4.489,113.263,2.582,1.873,0.000000,
1.000,ARRIVED,14,2,2,6,8.515,94.198,6.433,1.000,0.000000,
1.000,ARRIVED,15,3,5,6,4.769,100.918,2.025,1.000,0.000000,
1.000,ARRIVED,16,3,9,15,9.771,53.908,3.116,1.000,0.000000,
1.000,ARRIVED,17,4,6,20,2.301,54.436,5.534,1.000,0.000000,
2.000,ARRIVED,18,1,3,16,8.644,116.403,2.359,1.000,0.000000,
2.000,ARRIVED,19,2,8,12,2.928,58.341,4.770,1.000,0.000000,
2.000,ARRIVED,20,2,7,17,3.666,39.452,7.819,1.000,0.000000,
2.000,ARRIVED,21,2,4,11,4.618,53.724,7.736,1.000,0.000000,
2.000,ARRIVED,22,2,9,20,7.384,46.473,7.434,1.000,0.000000,
2.000,ARRIVED,23,3,6,12,2.505,87.029,6.668,1.000,0.000000,
2.000,ARRIVED,24,4,7,2,6.765,57.191,3.817,1.000,0.000000,
2.000,ARRIVED,25,4,10,18,9.720,114.762,6.312,1.000,0.000000,
2.000,ARRIVED,26,4,6,14,8.481,66.433,7.458,1.000,0.000000,
2.000,ARRIVED,27,4,1,8,3.975,53.020,7.830,1.000,0.000000,
2.000,ARRIVED,28,4,8,14,7.637,57.778,3.760,1.000,0.000000,
2.000,ARRIVED,29,4,10,14,3.716,74.119,2.934,1.675,0.000000,
3.000,ARRIVED,30,0,4,7,7.300,25.425,5.721,2.837,0.000000,
3.000,ARRIVED,31,1,6,19,7.904,106.173,3.753,1.711,0.000000,
3.000,ARRIVED,32,2,3,9,3.773,24.299,2.649,1.000,0.000000,
3.000,ARRIVED,33,2,3,13,8.984,108.768,3.290,2.727,0.000000,
3.000,ARRIVED,34,2,4,19,4.172,32.168,4.258,1.000,0.000000,
3.000,OFFLOADED,6,2,7,2,1.554,73.700,5.834,1.000,0.000000,trigger=PROACTIVE;observed_rate=3.000;smoothed_rate=2.573;predicted_queue=34.206;deadline_risk=true;decision_score=0.000000;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
3.000,RECEIVED_OFFLOAD,6,0,7,2,1.554,73.700,5.834,1.000,0.000000,source_node=2;rough_score=0.000000
3.000,OFFLOADED,7,2,3,3,6.779,80.724,3.864,1.000,0.000000,trigger=PROACTIVE;observed_rate=3.000;smoothed_rate=2.573;predicted_queue=34.206;deadline_risk=true;decision_score=0.000000;offload_count=1;destination_node=1;destination_policy=LEAST_QUEUE
3.000,RECEIVED_OFFLOAD,7,1,3,3,6.779,80.724,3.864,1.000,0.000000,source_node=2;rough_score=0.000000
3.000,OFFLOADED,14,2,2,6,8.515,94.198,6.433,1.000,0.000000,trigger=PROACTIVE;observed_rate=3.000;smoothed_rate=2.573;predicted_queue=34.206;deadline_risk=true;decision_score=0.000000;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
3.000,RECEIVED_OFFLOAD,14,0,2,6,8.515,94.198,6.433,1.000,0.000000,source_node=2;rough_score=0.000000
3.000,OFFLOADED,19,2,8,12,2.928,58.341,4.770,1.000,0.000000,trigger=PROACTIVE;observed_rate=3.000;smoothed_rate=2.573;predicted_queue=34.206;deadline_risk=true;decision_score=0.000000;offload_count=1;destination_node=1;destination_policy=LEAST_QUEUE
3.000,RECEIVED_OFFLOAD,19,1,8,12,2.928,58.341,4.770,1.000,0.000000,source_node=2;rough_score=0.000000
3.000,ARRIVED,35,3,3,15,1.671,53.010,5.771,1.000,0.000000,
3.000,ARRIVED,36,3,4,6,9.753,27.740,7.026,1.699,0.000000,
3.000,ARRIVED,37,3,2,19,2.914,63.102,4.644,1.000,0.000000,
3.000,ARRIVED,38,3,7,9,1.254,79.910,5.174,2.258,0.000000,
3.000,ARRIVED,39,3,2,13,5.927,31.654,5.313,1.000,0.000000,
3.000,ARRIVED,40,4,7,20,6.694,92.283,5.898,1.000,0.000000,
3.000,ARRIVED,41,4,2,9,6.623,51.135,5.751,1.000,0.000000,
3.000,ARRIVED,42,4,5,2,2.845,81.797,6.124,2.703,0.000000,
3.000,ARRIVED,43,4,3,18,1.481,25.706,5.514,2.414,0.000000,
4.000,ARRIVED,44,1,8,5,2.754,41.061,6.209,1.000,0.000000,
4.000,ARRIVED,45,2,3,7,9.085,115.400,6.953,2.626,0.000000,
4.000,ARRIVED,46,2,4,13,5.973,117.976,2.675,1.000,0.000000,
4.000,ARRIVED,47,2,8,19,4.240,46.807,3.636,1.000,0.000000,
4.000,ARRIVED,48,2,5,17,4.819,93.502,2.794,1.000,0.000000,
4.000,ARRIVED,49,2,2,18,3.632,120.259,7.094,1.000,0.000000,
4.000,ARRIVED,50,3,5,11,9.822,76.688,3.941,1.504,0.000000,
4.000,ARRIVED,51,3,9,12,5.035,74.646,4.308,1.000,0.000000,
4.000,ARRIVED,52,3,2,8,8.960,91.809,4.558,1.000,0.000000,
4.000,ARRIVED,53,3,4,10,6.498,66.076,6.546,1.000,0.000000,
4.000,ARRIVED,54,4,6,10,4.585,61.549,4.579,1.000,0.000000,
4.000,ARRIVED,55,4,1,6,1.238,121.061,5.373,2.473,0.000000,
4.000,ARRIVED,56,4,7,17,6.772,108.969,3.317,1.000,0.000000,
4.000,ARRIVED,57,4,8,14,7.252,106.936,6.311,2.582,0.000000,
4.000,ARRIVED,58,4,9,14,4.725,121.072,3.711,1.000,0.000000,
4.000,ARRIVED,59,4,3,8,2.360,65.796,3.479,1.000,0.000000,
4.000,ARRIVED,60,4,10,18,2.599,73.956,7.154,1.910,0.000000,
4.000,ARRIVED,61,4,4,20,8.959,89.126,6.900,2.923,0.000000,
5.000,ARRIVED,62,0,2,13,9.497,43.352,6.570,1.939,0.000000,
5.000,ARRIVED,63,1,2,3,6.015,95.035,2.921,2.777,0.000000,
5.000,ARRIVED,64,2,1,15,9.457,46.853,7.644,1.000,0.000000,
5.000,ARRIVED,65,2,1,11,1.241,74.456,7.536,1.000,0.000000,
5.000,ARRIVED,66,3,9,5,3.034,64.816,5.641,1.000,0.000000,
5.000,ARRIVED,67,3,8,16,9.118,49.651,3.040,1.000,0.000000,
5.000,ARRIVED,68,3,1,10,4.190,104.150,3.930,1.000,0.000000,
5.000,ARRIVED,69,4,3,3,8.234,61.869,4.614,1.000,0.000000,
5.000,ARRIVED,70,4,9,7,5.646,27.034,2.506,1.000,0.000000,
6.000,ARRIVED,71,1,6,13,8.817,113.856,5.405,1.000,0.000000,
6.000,ARRIVED,72,3,10,2,5.056,113.842,6.269,1.000,0.000000,
6.000,ARRIVED,73,3,7,9,3.539,38.311,5.995,1.000,0.000000,
6.206,FINISHED,4,2,6,13,9.381,101.006,6.206,1.000,0.000000,
6.206,STARTED,20,2,7,17,3.666,39.452,7.819,1.000,0.000000,observed_rate=0.000
6.930,FINISHED,8,3,2,5,2.646,37.774,3.186,2.175,0.000000,
6.930,STARTED,11,3,6,7,4.085,90.580,4.710,1.000,0.000000,observed_rate=2.000
7.000,ARRIVED,74,0,3,14,8.391,93.785,2.239,1.000,0.000000,
7.000,ARRIVED,75,1,1,20,6.215,55.563,7.926,1.000,0.000000,
7.000,ARRIVED,76,2,6,14,4.233,113.072,3.976,1.000,0.000000,
7.000,ARRIVED,77,3,10,8,7.895,27.439,3.437,1.000,0.000000,
7.000,ARRIVED,78,3,3,14,8.034,67.376,6.453,1.584,0.000000,
7.000,ARRIVED,79,3,8,13,4.762,31.782,5.187,1.000,0.000000,
7.000,ARRIVED,80,4,9,20,6.178,101.469,2.591,1.000,0.000000,
7.000,ARRIVED,81,4,10,7,6.012,37.260,4.550,1.000,0.000000,
7.223,FINISHED,2,1,10,7,5.449,65.705,7.223,1.000,0.000000,
7.223,STARTED,5,1,3,15,7.839,78.277,2.867,1.000,0.000000,observed_rate=1.000
7.865,FINISHED,9,4,5,2,9.665,66.123,7.865,1.000,0.000000,
7.865,STARTED,10,4,4,7,3.684,98.703,7.906,1.000,0.000000,observed_rate=2.000
8.000,ARRIVED,82,0,4,10,5.055,45.838,3.707,1.000,0.000000,
8.000,ARRIVED,83,0,4,6,10.000,121.349,2.485,1.901,0.000000,
8.000,ARRIVED,84,1,1,16,7.738,67.284,6.120,1.000,0.000000,
8.000,ARRIVED,85,1,4,13,2.702,111.626,3.409,1.000,0.000000,
8.000,ARRIVED,86,1,1,10,9.533,123.240,4.576,2.350,0.000000,
8.000,ARRIVED,87,1,3,7,2.492,61.422,2.835,1.000,0.000000,
8.000,ARRIVED,88,2,9,15,4.478,112.005,7.718,1.000,0.000000,
8.000,ARRIVED,89,3,10,17,1.834,87.316,2.791,1.000,0.000000,
8.000,ARRIVED,90,3,2,1,9.253,114.843,3.926,1.000,0.000000,
8.000,ARRIVED,91,3,4,4,3.488,54.529,2.022,2.647,0.000000,
8.000,ARRIVED,92,3,7,4,9.170,106.391,5.108,1.000,0.000000,
8.000,ARRIVED,93,3,7,6,8.266,114.646,7.901,1.000,0.000000,
8.000,ARRIVED,94,4,4,14,5.759,74.526,6.175,2.896,0.000000,
8.000,ARRIVED,95,4,2,19,3.885,71.492,4.465,1.000,0.000000,
8.000,ARRIVED,96,4,1,1,7.619,81.462,3.972,1.000,0.000000,
8.000,ARRIVED,97,4,1,11,3.575,103.314,3.115,1.000,0.000000,
8.000,ARRIVED,98,4,10,15,4.310,113.398,3.859,1.000,0.000000,
9.000,ARRIVED,99,0,5,11,3.571,89.587,7.954,1.000,0.000000,
9.000,ARRIVED,100,1,1,14,7.054,63.419,4.848,1.000,0.000000,
9.000,ARRIVED,101,2,5,1,7.562,46.936,5.121,1.000,0.000000,
9.000,ARRIVED,102,2,1,11,1.234,44.568,3.451,1.000,0.000000,
9.000,ARRIVED,103,2,4,5,6.243,84.994,7.327,1.000,0.000000,
9.000,ARRIVED,104,2,4,9,1.295,30.790,7.605,2.593,0.000000,
9.000,ARRIVED,105,2,3,17,8.761,117.633,7.960,1.000,0.000000,
9.000,ARRIVED,106,2,8,13,4.522,29.024,3.041,1.000,0.000000,
9.000,ARRIVED,107,4,6,2,7.856,101.993,2.142,1.000,0.000000,
9.000,ARRIVED,108,4,2,15,8.875,78.959,5.674,1.000,0.000000,
9.000,ARRIVED,109,4,7,4,1.428,118.879,2.870,1.000,0.000000,
9.000,ARRIVED,110,4,8,3,2.938,76.717,2.366,1.000,0.000000,
9.000,ARRIVED,111,4,7,9,3.850,36.636,4.288,2.095,0.000000,
9.815,FINISHED,1,0,6,12,3.523,119.886,3.927,2.499,0.000000,
9.815,STARTED,3,0,2,16,1.890,57.847,2.310,1.000,0.000000,observed_rate=1.000
