time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,0,7,18,1.730,92.921,3.463,1.000,0.000000,
0.000,ARRIVED,2,0,4,19,5.787,106.221,5.448,1.000,0.000000,
0.000,ARRIVED,3,0,1,3,7.301,88.685,6.215,1.915,0.000000,
0.000,STARTED,1,0,7,18,1.730,92.921,3.463,1.000,0.000000,observed_rate=3.000
0.000,ARRIVED,4,1,1,10,2.496,29.003,6.220,2.980,0.000000,
0.000,STARTED,4,1,1,10,2.496,29.003,6.220,2.980,0.000000,observed_rate=1.000
0.000,ARRIVED,5,2,2,8,6.539,80.641,2.572,1.000,0.000000,
0.000,ARRIVED,6,2,8,14,2.683,49.261,5.922,1.000,0.000000,
0.000,ARRIVED,7,2,10,10,7.238,26.403,7.116,1.000,0.000000,
0.000,ARRIVED,8,2,6,13,5.359,52.152,2.037,1.000,0.000000,
0.000,STARTED,5,2,2,8,6.539,80.641,2.572,1.000,0.000000,observed_rate=4.000
0.000,ARRIVED,9,3,6,4,7.651,47.563,4.878,2.408,0.000000,
0.000,ARRIVED,10,3,4,8,8.635,66.854,7.398,1.000,0.000000,
0.000,STARTED,9,3,6,4,7.651,47.563,4.878,2.408,0.000000,observed_rate=2.000
0.000,ARRIVED,11,4,1,14,2.645,55.226,2.432,2.475,0.000000,
0.000,ARRIVED,12,4,2,16,8.510,97.465,7.434,1.000,0.000000,
0.000,ARRIVED,13,4,5,9,9.545,79.400,2.166,1.725,0.000000,
0.000,ARRIVED,14,4,6,9,4.169,107.791,7.166,1.000,0.000000,
0.000,STARTED,11,4,1,14,2.645,55.226,2.432,2.475,0.000000,observed_rate=4.000
1.000,ARRIVED,15,1,4,17,3.529,89.939,3.107,1.000,0.000000,
1.000,ARRIVED,16,1,1,10,4.230,42.835,4.138,2.844,0.000000,
1.000,ARRIVED,17,2,4,20,4.937,95.594,5.574,1.000,0.000000,
1.000,ARRIVED,18,2,10,19,9.684,26.911,5.970,1.000,0.000000,
1.000,ARRIVED,19,3,6,12,6.276,50.674,5.762,1.000,0.000000,
1.000,ARRIVED,20,3,3,6,5.060,96.148,7.614,1.815,0.000000,
1.000,ARRIVED,21,3,1,2,3.531,25.813,5.189,1.000,0.000000,
1.000,ARRIVED,22,3,2,10,1.739,42.751,4.510,2.040,0.000000,
1.000,ARRIVED,23,3,6,15,8.214,78.464,7.162,2.114,0.000000,
1.000,ARRIVED,24,4,8,9,2.849,57.322,2.805,1.000,0.000000,
1.000,ARRIVED,25,4,9,4,9.556,21.294,7.751,2.301,0.000000,
1.000,ARRIVED,26,4,5,6,5.038,22.801,2.383,2.303,0.000000,
1.000,ARRIVED,27,4,3,14,9.744,73.294,6.937,1.000,0.000000,
2.000,ARRIVED,28,1,1,4,6.239,117.127,7.541,1.000,0.000000,
2.000,ARRIVED,29,2,4,20,9.067,34.605,3.360,1.000,0.000000,
2.000,ARRIVED,30,3,10,20,3.742,90.010,5.990,1.000,0.000000,
2.000,ARRIVED,31,3,5,19,2.880,81.836,4.896,1.000,0.000000,
2.000,ARRIVED,32,3,8,18,2.550,118.243,5.574,1.000,0.000000,
2.000,ARRIVED,33,4,1,2,4.853,77.316,3.870,1.000,0.000000,
2.000,ARRIVED,34,4,6,2,6.428,92.920,4.281,2.996,0.000000,
2.000,ARRIVED,35,4,2,10,9.014,106.327,7.593,1.000,0.000000,
2.000,ARRIVED,36,4,3,8,2.617,105.606,6.779,1.000,0.000000,
2.000,ARRIVED,37,4,6,9,5.381,35.941,5.005,1.000,0.000000,
2.572,FINISHED,5,2,2,8,6.539,80.641,2.572,1.000,0.000000,
2.572,STARTED,6,2,8,14,2.683,49.261,5.922,1.000,0.000000,observed_rate=1.000
3.000,ARRIVED,38,1,4,1,6.594,24.401,7.475,1.000,0.000000,
3.000,ARRIVED,39,1,5,17,2.960,49.391,3.234,1.000,0.000000,
3.000,ARRIVED,40,2,3,9,4.360,84.996,2.600,1.000,0.000000,
3.000,ARRIVED,41,2,6,9,5.420,70.149,6.725,1.000,0.000000,
3.000,ARRIVED,42,2,1,8,4.806,118.919,4.836,1.000,0.000000,
