time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,1,2,11,8.447,64.049,3.539,1.000,0.000000,
0.000,STARTED,1,1,2,11,8.447,64.049,3.539,1.000,0.000000,observed_rate=1.000
0.000,ARRIVED,2,2,5,3,6.663,59.831,2.395,1.000,0.000000,
0.000,STARTED,2,2,5,3,6.663,59.831,2.395,1.000,0.000000,observed_rate=1.000
0.000,ARRIVED,3,3,9,5,9.251,92.404,5.526,1.000,0.000000,
0.000,ARRIVED,4,3,3,18,6.909,66.065,7.163,1.000,0.000000,
0.000,ARRIVED,5,3,9,10,1.319,25.492,6.560,1.833,0.000000,
0.000,STARTED,3,3,9,5,9.251,92.404,5.526,1.000,0.000000,observed_rate=3.000
0.000,ARRIVED,6,4,9,1,5.704,114.714,3.961,1.000,0.000000,
0.000,ARRIVED,7,4,9,6,2.819,38.193,3.522,1.000,0.000000,
0.000,ARRIVED,8,4,6,19,5.622,50.006,7.159,2.839,0.000000,
0.000,ARRIVED,9,4,8,7,7.690,83.745,6.457,2.685,0.000000,
0.000,ARRIVED,10,4,4,18,1.385,21.976,4.157,2.707,0.000000,
0.000,ARRIVED,11,4,8,14,5.091,81.096,7.914,2.095,0.000000,
0.000,STARTED,6,4,9,1,5.704,114.714,3.961,1.000,0.000000,observed_rate=6.000
0.000,OFFLOADED,7,4,9,6,2.819,38.193,3.522,1.000,1.856281,trigger=PROACTIVE;observed_rate=6.000;smoothed_rate=6.000;predicted_queue=63.476;deadline_risk=true;decision_score=1.856281;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,7,0,9,6,2.819,38.193,3.522,1.000,1.856281,source_node=4;rough_score=1.856281
0.000,STARTED,7,0,9,6,2.819,38.193,3.522,1.000,1.856281,observed_rate=0.000
0.000,OFFLOADED,10,4,4,18,1.385,21.976,4.157,2.707,1.066745,trigger=PROACTIVE;observed_rate=6.000;smoothed_rate=6.000;predicted_queue=63.476;deadline_risk=true;decision_score=1.066745;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,10,0,4,18,1.385,21.976,4.157,2.707,1.066745,source_node=4;rough_score=1.066745
1.000,ARRIVED,12,2,9,2,8.974,42.233,5.460,1.000,0.000000,
1.000,ARRIVED,13,2,9,9,4.268,90.889,2.345,1.000,0.000000,
1.000,ARRIVED,14,2,9,3,6.650,86.021,3.425,2.214,0.000000,
1.000,ARRIVED,15,3,6,19,2.511,105.295,2.579,1.000,0.000000,
1.000,ARRIVED,16,3,9,17,4.398,37.199,2.228,1.000,0.000000,
1.000,ARRIVED,17,3,10,20,7.509,37.571,6.389,1.000,0.000000,
1.000,ARRIVED,18,3,1,15,2.724,116.433,6.219,2.164,0.000000,
1.000,ARRIVED,19,4,9,12,4.276,102.182,7.567,1.000,0.000000,
1.000,ARRIVED,20,4,4,17,9.893,88.526,5.984,1.000,0.000000,
2.000,ARRIVED,21,1,1,18,3.062,46.684,7.370,2.431,0.000000,
2.000,ARRIVED,22,1,8,14,2.967,120.929,5.588,1.544,0.000000,
2.000,ARRIVED,23,1,4,17,9.209,80.940,7.976,1.000,0.000000,
2.000,ARRIVED,24,2,8,19,9.530,54.775,5.371,2.391,0.000000,
2.000,ARRIVED,25,2,9,14,8.302,33.426,7.076,1.000,0.000000,
2.000,ARRIVED,26,3,8,17,9.084,77.814,4.518,1.000,0.000000,
2.000,ARRIVED,27,3,10,7,3.763,75.618,3.514,1.000,0.000000,
2.000,ARRIVED,28,3,3,1,6.061,32.463,2.627,1.000,0.000000,
2.000,ARRIVED,29,3,1,17,5.959,54.190,7.381,1.000,0.000000,
2.000,ARRIVED,30,4,9,20,2.155,60.664,4.622,1.000,0.000000,
2.000,ARRIVED,31,4,9,11,9.194,72.630,2.310,1.000,0.000000,
2.000,ARRIVED,32,4,7,20,1.490,113.203,5.740,1.000,0.000000,
2.395,FINISHED,2,2,5,3,6.663,59.831,2.395,1.000,0.000000,
2.395,STARTED,12,2,9,2,8.974,42.233,5.460,1.000,0.000000,observed_rate=2.000
3.000,ARRIVED,33,1,2,1,6.268,38.081,3.219,2.828,0.000000,
3.000,ARRIVED,34,2,10,14,4.479,77.569,5.443,1.000,0.000000,
3.000,ARRIVED,35,2,10,6,3.029,69.361,4.930,1.000,0.000000,
3.000,ARRIVED,36,3,10,5,3.730,78.785,4.744,1.000,0.000000,
3.000,ARRIVED,37,3,8,5,8.406,62.896,3.670,2.269,0.000000,
3.000,ARRIVED,38,4,9,10,8.337,110.148,4.780,1.000,0.000000,
3.000,ARRIVED,39,4,5,20,2.854,82.424,6.984,1.000,0.000000,
3.000,ARRIVED,40,4,9,14,2.953,117.051,2.480,1.000,0.000000,
3.522,FINISHED,7,0,9,6,2.819,38.193,3.522,1.000,1.856281,
3.522,STARTED,10,0,4,18,1.385,21.976,4.157,2.707,1.066745,observed_rate=0.000
3.539,FINISHED,1,1,2,11,8.447,64.049,3.539,1.000,0.000000,
3.539,STARTED,21,1,1,18,3.062,46.684,7.370,2.431,0.000000,observed_rate=1.000
3.961,FINISHED,6,4,9,1,5.704,114.714,3.961,1.000,0.000000,
3.961,STARTED,8,4,6,19,5.622,50.006,7.159,2.839,0.415981,observed_rate=3.000
4.000,ARRIVED,41,0,5,14,3.555,109.308,6.624,1.000,0.000000,
4.000,ARRIVED,42,1,4,17,5.398,63.247,5.274,2.562,0.000000,
4.000,ARRIVED,43,2,6,13,9.719,32.755,6.085,1.000,0.000000,
4.000,ARRIVED,44,2,7,11,8.644,50.059,2.809,1.000,0.000000,
4.000,ARRIVED,45,3,5,12,7.531,66.414,5.316,2.669,0.000000,
4.000,ARRIVED,46,3,7,13,2.869,113.550,6.390,1.000,0.000000,
4.000,ARRIVED,47,3,1,12,6.282,76.264,5.393,1.000,0.000000,
4.000,ARRIVED,48,4,4,16,6.218,89.422,5.354,1.000,0.000000,
4.000,ARRIVED,49,4,10,15,5.581,65.973,6.389,1.000,0.000000,
4.000,ARRIVED,50,4,3,7,6.612,64.915,5.569,1.000,0.000000,
4.000,ARRIVED,51,4,10,8,7.963,106.427,6.309,2.063,0.000000,
4.000,ARRIVED,52,4,8,15,1.793,50.868,5.281,1.000,0.000000,
5.000,ARRIVED,53,2,5,6,5.930,30.377,6.876,2.911,0.000000,
5.000,ARRIVED,54,2,6,13,4.670,33.876,2.132,1.000,0.000000,
5.000,ARRIVED,55,3,3,19,4.225,122.560,7.338,1.000,0.000000,
5.000,ARRIVED,56,3,2,2,1.569,109.598,3.874,2.733,0.000000,
5.000,ARRIVED,57,4,8,4,6.439,65.916,5.821,1.000,0.000000,
5.000,ARRIVED,58,4,8,17,4.272,49.896,4.125,1.000,0.000000,
5.000,ARRIVED,59,4,2,6,7.169,88.800,4.762,1.660,0.000000,
5.000,ARRIVED,60,4,7,5,9.438,79.157,4.967,1.000,0.000000,
5.000,ARRIVED,61,4,8,13,6.930,111.085,6.577,1.000,0.000000,
5.526,FINISHED,3,3,9,5,9.251,92.404,5.526,1.000,0.000000,
5.526,STARTED,4,3,3,18,6.909,66.065,7.163,1.000,0.000000,observed_rate=2.000
6.000,ARRIVED,62,1,1,10,5.624,59.326,5.772,1.000,0.000000,
6.000,ARRIVED,63,1,4,4,8.742,77.765,4.974,1.000,0.000000,
6.000,ARRIVED,64,2,4,15,5.747,81.897,3.963,1.000,0.000000,
6.000,ARRIVED,65,2,7,15,7.005,97.019,6.819,1.000,0.000000,
6.000,ARRIVED,66,2,10,19,8.942,101.332,4.536,1.000,0.000000,
6.000,ARRIVED,67,2,2,20,7.523,35.064,3.940,1.520,0.000000,
6.000,ARRIVED,68,2,1,6,9.096,121.564,7.517,1.000,0.000000,
6.000,ARRIVED,69,2,5,1,8.566,49.043,2.529,1.000,0.000000,
6.000,OFFLOADED,25,2,9,14,8.302,33.426,7.076,1.000,1.789477,trigger=PROACTIVE;observed_rate=6.000;smoothed_rate=3.133;predicted_queue=45.804;deadline_risk=true;decision_score=1.789477;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
6.000,RECEIVED_OFFLOAD,25,0,9,14,8.302,33.426,7.076,1.000,1.789477,source_node=2;rough_score=1.789477
6.000,OFFLOADED,53,2,5,6,5.930,30.377,6.876,2.911,1.758171,trigger=PROACTIVE;observed_rate=6.000;smoothed_rate=3.133;predicted_queue=45.804;deadline_risk=true;decision_score=1.758171;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
6.000,RECEIVED_OFFLOAD,53,0,5,6,5.930,30.377,6.876,2.911,1.758171,source_node=2;rough_score=1.758171
6.000,OFFLOADED,35,2,10,6,3.029,69.361,4.930,1.000,1.747770,trigger=PROACTIVE;observed_rate=6.000;smoothed_rate=3.133;predicted_queue=45.804;deadline_risk=true;decision_score=1.747770;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
6.000,RECEIVED_OFFLOAD,35,0,10,6,3.029,69.361,4.930,1.000,1.747770,source_node=2;rough_score=1.747770
6.000,OFFLOADED,54,2,6,13,4.670,33.876,2.132,1.000,1.743256,trigger=PROACTIVE;observed_rate=6.000;smoothed_rate=3.133;predicted_queue=45.804;deadline_risk=true;decision_score=1.743256;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
6.000,RECEIVED_OFFLOAD,54,0,6,13,4.670,33.876,2.132,1.000,1.743256,source_node=2;rough_score=1.743256
6.000,OFFLOADED,43,2,6,13,9.719,32.755,6.085,1.000,1.688264,trigger=PROACTIVE;observed_rate=6.000;smoothed_rate=3.133;predicted_queue=45.804;deadline_risk=true;decision_score=1.688264;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
6.000,RECEIVED_OFFLOAD,43,0,6,13,9.719,32.755,6.085,1.000,1.688264,source_node=2;rough_score=1.688264
6.000,OFFLOADED,69,2,5,1,8.566,49.043,2.529,1.000,1.166903,trigger=PROACTIVE;observed_rate=6.000;smoothed_rate=3.133;predicted_queue=45.804;deadline_risk=true;decision_score=1.166903;offload_count=1;destination_node=0;destination_policy=LEAST_QUEUE
6.000,RECEIVED_OFFLOAD,69,0,5,1,8.566,49.043,2.529,1.000,1.166903,source_node=2;rough_score=1.166903
