scenario,policy,destination_policy,threshold_mode,iteration,generated,completed,delayed,offloaded,received_offloaded,completed_offloaded,total_waiting_tasks,queue_imbalance,max_offloads_per_event,offload_fraction,high_arrival_rate_threshold,threshold_multiplier,completion_rate,offload_rate,offload_per_delayed,mean_rough_score,mean_actual_execution_time
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,35,6682,452,111,411,411,5,6225,1720,10.0,0.4,3.0,1.2,0.06764441783897036,0.06150853038012571,3.7027027027027026,1.872314309002433,6.623159584245077
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,36,6854,432,114,437,437,39,6417,1679,10.0,0.4,3.0,1.2,0.06302888824044353,0.06375838926174497,3.8333333333333335,1.8725370274599542,6.9073636270022885
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,37,6851,437,129,554,554,25,6409,1611,10.0,0.4,3.0,1.2,0.06378630856809225,0.08086410742957233,4.294573643410852,1.8682033303249097,6.815631857466063
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,38,6749,477,106,360,360,39,6267,1642,10.0,0.4,3.0,1.2,0.07067713735368203,0.053341235738627944,3.3962264150943398,1.8546936888888887,6.244347867219917
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,39,6911,471,106,490,490,32,6435,1713,10.0,0.4,3.0,1.2,0.0681522210968022,0.0709014614382868,4.622641509433962,1.8481452346938776,6.356046609243697
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,40,6858,437,127,487,487,47,6416,1638,10.0,0.4,3.0,1.2,0.0637212015164771,0.07101195683872849,3.8346456692913384,1.8585447823408625,6.8073614095022625
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,41,6797,477,113,469,469,29,6315,1575,10.0,0.4,3.0,1.2,0.07017801971457996,0.0690010298661174,4.150442477876106,1.8472307270788912,6.262081234439834
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,42,6823,460,118,580,580,50,6358,1607,10.0,0.4,3.0,1.2,0.06741902388978455,0.08500659533929357,4.915254237288136,1.8772356137931034,6.50568004516129
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,43,6818,453,106,445,445,29,6360,1653,10.0,0.4,3.0,1.2,0.06644177178058082,0.0652684071575242,4.19811320754717,1.864127615730337,6.6103538209606985
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,44,6844,458,110,443,443,28,6381,1682,10.0,0.4,3.0,1.2,0.06691992986557568,0.06472822910578609,4.027272727272727,1.8567620248306997,6.550637673866091
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,45,6617,444,130,555,555,48,6168,1666,10.0,0.4,3.0,1.2,0.0670998942118785,0.08387486776484812,4.269230769230769,1.8615241027027025,6.730983819599109
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,46,6788,430,133,564,564,40,6353,1485,10.0,0.4,3.0,1.2,0.063347083087802,0.08308780200353565,4.2406015037593985,1.8329057819148937,6.931112770114943
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,47,6832,461,107,438,438,24,6366,1675,10.0,0.4,3.0,1.2,0.06747658079625293,0.06411007025761124,4.093457943925234,1.856785178082192,6.468997482832618
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,48,6653,448,116,404,404,48,6200,1747,10.0,0.4,3.0,1.2,0.06733804298812565,0.06072448519464903,3.4827586206896552,1.8646527574257425,6.642981651214128
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,49,6656,472,127,507,507,39,6179,1578,10.0,0.4,3.0,1.2,0.07091346153846154,0.076171875,3.9921259842519685,1.8545621735700197,6.316823092243187
default_config,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,50,6622,481,109,441,441,42,6136,1524,10.0,0.4,3.0,1.2,0.07263666565992147,0.06659619450317125,4.045871559633028,1.857869641723356,6.195412553497942
fifo_offloading,FIFO,DROP,FIXED,1,6706,469,121,200,0,0,6032,1834,5.0,0.4,3.0,1.0,0.06993736951983298,0.029824038174768863,1.6528925619834711,0.0,6.375606457805907
fifo_offloading,FIFO,DROP,FIXED,2,6792,471,113,200,0,0,6116,1816,5.0,0.4,3.0,1.0,0.06934628975265017,0.02944640753828033,1.7699115044247788,0.0,6.3620045798319325
fifo_offloading,FIFO,DROP,FIXED,3,6847,449,113,195,0,0,6198,1953,5.0,0.4,3.0,1.0,0.06557616474368337,0.028479626113626404,1.7256637168141593,0.0,6.646874259911894
fifo_offloading,FIFO,DROP,FIXED,4,6734,436,123,252,0,0,6041,1767,5.0,0.4,3.0,1.0,0.06474606474606474,0.037422037422037424,2.048780487804878,0.0,6.832858027210885
fifo_offloading,FIFO,DROP,FIXED,5,6997,448,121,210,0,0,6334,1891,5.0,0.4,3.0,1.0,0.06402744033157068,0.030012862655423755,1.7355371900826446,0.0,6.671608975717439
fifo_offloading,FIFO,DROP,FIXED,6,6740,463,108,185,0,0,6087,1831,5.0,0.4,3.0,1.0,0.06869436201780416,0.02744807121661721,1.712962962962963,0.0,6.465376164529915
fifo_offloading,FIFO,DROP,FIXED,7,6800,459,110,205,0,0,6131,1875,5.0,0.4,3.0,1.0,0.0675,0.030147058823529412,1.8636363636363635,0.0,6.5278008922413795
fifo_offloading,FIFO,DROP,FIXED,8,6632,451,118,160,0,0,6016,1700,5.0,0.4,3.0,1.0,0.06800361881785283,0.024125452352231604,1.3559322033898304,0.0,6.632610519736843
fifo_offloading,FIFO,DROP,FIXED,9,6765,464,116,258,0,0,6038,1815,5.0,0.4,3.0,1.0,0.06858832224685883,0.03813747228381375,2.2241379310344827,0.0,6.4451396481876335
fifo_offloading,FIFO,DROP,FIXED,10,6690,445,125,295,0,0,5945,1814,5.0,0.4,3.0,1.0,0.06651718983557549,0.044095665171898356,2.36,0.0,6.705456708888889
fifo_offloading,FIFO,DROP,FIXED,11,6789,473,106,177,0,0,6134,1768,5.0,0.4,3.0,1.0,0.06967152747090882,0.026071586389748123,1.669811320754717,0.0,6.301447983263599
fifo_offloading,FIFO,DROP,FIXED,12,6785,452,119,215,0,0,6113,1789,5.0,0.4,3.0,1.0,0.06661753868828298,0.03168754605747973,1.8067226890756303,0.0,6.633890542669584
fifo_offloading,FIFO,DROP,FIXED,13,6927,470,104,165,0,0,6287,1843,5.0,0.4,3.0,1.0,0.0678504403060488,0.023819835426591596,1.5865384615384615,0.0,6.354704395789473
fifo_offloading,FIFO,DROP,FIXED,14,6917,456,118,236,0,0,6220,1903,5.0,0.4,3.0,1.0,0.06592453375740928,0.034118837646378485,2.0,0.0,6.563410531453362
fifo_offloading,FIFO,DROP,FIXED,15,6690,460,107,205,0,0,6020,1859,5.0,0.4,3.0,1.0,0.0687593423019432,0.030642750373692077,1.9158878504672898,0.0,6.46379435483871
fifo_offloading,FIFO,DROP,FIXED,16,6660,475,108,206,0,0,5974,1818,5.0,0.4,3.0,1.0,0.07132132132132132,0.030930930930930932,1.9074074074074074,0.0,6.2952794687499996
fifo_offloading,FIFO,DROP,FIXED,17,6770,454,110,215,0,0,6096,1907,5.0,0.4,3.0,1.0,0.06706056129985229,0.03175775480059084,1.9545454545454546,0.0,6.591273699346405
fifo_offloading,FIFO,DROP,FIXED,18,6820,444,118,215,0,0,6156,1926,5.0,0.4,3.0,1.0,0.06510263929618769,0.03152492668621701,1.8220338983050848,0.0,6.73508480623608
fifo_offloading,FIFO,DROP,FIXED,19,6697,465,107,190,0,0,6037,1777,5.0,0.4,3.0,1.0,0.06943407495893683,0.0283709123488129,1.7757009345794392,0.0,6.453152780851064
fifo_offloading,FIFO,DROP,FIXED,20,6680,457,104,163,0,0,6055,1835,5.0,0.4,3.0,1.0,0.06841317365269461,0.02440119760479042,1.5673076923076923,0.0,6.524690445887446
fifo_offloading,FIFO,DROP,FIXED,21,6734,448,123,227,0,0,6054,1888,5.0,0.4,3.0,1.0,0.06652806652806653,0.03370953370953371,1.8455284552845528,0.0,6.667795196467991
fifo_offloading,FIFO,DROP,FIXED,22,6742,479,109,207,0,0,6051,1799,5.0,0.4,3.0,1.0,0.07104716701275586,0.030703055473153367,1.8990825688073394,0.0,6.2324123884297515
fifo_offloading,FIFO,DROP,FIXED,23,6885,440,120,249,0,0,6191,1861,5.0,0.4,3.0,1.0,0.06390704429920116,0.03616557734204793,2.075,0.0,6.810940341573034
fifo_offloading,FIFO,DROP,FIXED,24,6879,448,122,222,0,0,6204,1832,5.0,0.4,3.0,1.0,0.06512574502107865,0.032272132577409504,1.819672131147541,0.0,6.661462291390729
fifo_offloading,FIFO,DROP,FIXED,25,6579,465,106,170,0,0,5939,1807,5.0,0.4,3.0,1.0,0.07067943456452348,0.025839793281653745,1.6037735849056605,0.0,6.403303436170213
fifo_offloading,FIFO,DROP,FIXED,26,6713,464,110,167,0,0,6077,1793,5.0,0.4,3.0,1.0,0.06911961865037985,0.02487710412632206,1.518181818181818,0.0,6.441418234541578
fifo_offloading,FIFO,DROP,FIXED,27,6839,460,115,192,0,0,6182,1845,5.0,0.4,3.0,1.0,0.06726129551103963,0.02807427986547741,1.6695652173913043,0.0,6.539382346236558
fifo_offloading,FIFO,DROP,FIXED,28,6859,478,112,261,0,0,6115,1861,5.0,0.4,3.0,1.0,0.06968945910482578,0.03805219419740487,2.330357142857143,0.0,6.268288546583851
fifo_offloading,FIFO,DROP,FIXED,29,6824,438,122,231,0,0,6150,1775,5.0,0.4,3.0,1.0,0.0641852286049238,0.03385111371629543,1.8934426229508197,0.0,6.782790742663657
fifo_offloading,FIFO,DROP,FIXED,30,6894,453,113,215,0,0,6221,1848,5.0,0.4,3.0,1.0,0.06570931244560488,0.03118653901943719,1.9026548672566372,0.0,6.653552528384279
fifo_offloading,FIFO,DROP,FIXED,31,6832,450,135,251,0,0,6126,1818,5.0,0.4,3.0,1.0,0.06586651053864169,0.03673887587822014,1.8592592592592592,0.0,6.641556542857143
fifo_offloading,FIFO,DROP,FIXED,32,6784,438,123,235,0,0,6106,1740,5.0,0.4,3.0,1.0,0.06456367924528301,0.03464033018867924,1.910569105691057,0.0,6.806492553047405
fifo_offloading,FIFO,DROP,FIXED,33,6670,468,122,245,0,0,5952,1764,5.0,0.4,3.0,1.0,0.07016491754122939,0.03673163418290855,2.0081967213114753,0.0,6.379978556025369
fifo_offloading,FIFO,DROP,FIXED,34,6882,460,111,216,0,0,6201,1917,5.0,0.4,3.0,1.0,0.06684103458297007,0.03138622493461203,1.945945945945946,0.0,6.486360769892473
fifo_offloading,FIFO,DROP,FIXED,35,6682,445,118,201,0,0,6031,1878,5.0,0.4,3.0,1.0,0.0665968272972164,0.030080814127506735,1.7033898305084745,0.0,6.724270502222223
fifo_offloading,FIFO,DROP,FIXED,36,6854,442,125,262,0,0,6145,1835,5.0,0.4,3.0,1.0,0.0644878902830464,0.038225853516194924,2.096,0.0,6.758539460850113
fifo_offloading,FIFO,DROP,FIXED,37,6851,437,122,262,0,0,6147,1885,5.0,0.4,3.0,1.0,0.06378630856809225,0.038242592322288715,2.1475409836065573,0.0,6.812003631221719
fifo_offloading,FIFO,DROP,FIXED,38,6749,474,107,217,0,0,6053,1846,5.0,0.4,3.0,1.0,0.07023262705586013,0.032152911542450736,2.02803738317757,0.0,6.332978189979123
fifo_offloading,FIFO,DROP,FIXED,39,6911,469,108,234,0,0,6203,1923,5.0,0.4,3.0,1.0,0.06786282737664592,0.033859065258283895,2.1666666666666665,0.0,6.366019537974684
fifo_offloading,FIFO,DROP,FIXED,40,6858,450,125,268,0,0,6135,1827,5.0,0.4,3.0,1.0,0.06561679790026247,0.039078448527267426,2.144,0.0,6.607603835164835
fifo_offloading,FIFO,DROP,FIXED,41,6797,483,117,197,0,0,6112,1838,5.0,0.4,3.0,1.0,0.07106076210092688,0.028983375018390465,1.6837606837606838,0.0,6.17523180942623
fifo_offloading,FIFO,DROP,FIXED,42,6823,454,113,252,0,0,6112,1840,5.0,0.4,3.0,1.0,0.0665396453173091,0.03693390004396893,2.230088495575221,0.0,6.566785108932462
fifo_offloading,FIFO,DROP,FIXED,43,6818,455,117,220,0,0,6138,1828,5.0,0.4,3.0,1.0,0.06673511293634497,0.03226752713405691,1.8803418803418803,0.0,6.596727286956522
fifo_offloading,FIFO,DROP,FIXED,44,6844,460,112,201,0,0,6178,1905,5.0,0.4,3.0,1.0,0.06721215663354763,0.029368790181180597,1.7946428571428572,0.0,6.495136150537634
fifo_offloading,FIFO,DROP,FIXED,45,6617,447,124,225,0,0,5940,1789,5.0,0.4,3.0,1.0,0.06755327187547226,0.03400332476953302,1.814516129032258,0.0,6.674524168141593
fifo_offloading,FIFO,DROP,FIXED,46,6788,457,115,223,0,0,6103,1889,5.0,0.4,3.0,1.0,0.06732469063052446,0.03285209192692987,1.9391304347826086,0.0,6.53188882034632
fifo_offloading,FIFO,DROP,FIXED,47,6832,462,106,205,0,0,6160,1790,5.0,0.4,3.0,1.0,0.06762295081967214,0.030005854800936767,1.9339622641509433,0.0,6.46109396359743
fifo_offloading,FIFO,DROP,FIXED,48,6653,450,118,232,0,0,5966,1965,5.0,0.4,3.0,1.0,0.0676386592514655,0.03487148654742222,1.9661016949152543,0.0,6.6412901714285715
fifo_offloading,FIFO,DROP,FIXED,49,6656,473,125,235,0,0,5943,1797,5.0,0.4,3.0,1.0,0.07106370192307693,0.035306490384615384,1.88,0.0,6.3156005878661094
fifo_offloading,FIFO,DROP,FIXED,50,6622,453,106,215,0,0,5949,1799,5.0,0.4,3.0,1.0,0.06840833585019632,0.032467532467532464,2.0283018867924527,0.0,6.567741906113537
no_offloading,NONE,DROP,FIXED,1,6706,475,110,0,0,0,6226,1905,5.0,0.4,3.0,1.0,0.07083209066507605,0.0,0.0,0.0,6.2546375874999995
no_offloading,NONE,DROP,FIXED,2,6792,464,109,0,0,0,6323,1857,5.0,0.4,3.0,1.0,0.06831566548881036,0.0,0.0,0.0,6.443940773987207
no_offloading,NONE,DROP,FIXED,3,6847,452,116,0,0,0,6390,2062,5.0,0.4,3.0,1.0,0.06601431283773916,0.0,0.0,0.0,6.610517888402626
no_offloading,NONE,DROP,FIXED,4,6734,437,130,0,0,0,6292,1846,5.0,0.4,3.0,1.0,0.0648945648945649,0.0,0.0,0.0,6.8432609592760185
no_offloading,NONE,DROP,FIXED,5,6997,439,123,0,0,0,6553,1976,5.0,0.4,3.0,1.0,0.06274117478919537,0.0,0.0,0.0,6.7902968468468465
no_offloading,NONE,DROP,FIXED,6,6740,453,107,0,0,0,6282,1906,5.0,0.4,3.0,1.0,0.06721068249258161,0.0,0.0,0.0,6.624295812227074
no_offloading,NONE,DROP,FIXED,7,6800,455,107,0,0,0,6340,1951,5.0,0.4,3.0,1.0,0.06691176470588235,0.0,0.0,0.0,6.560144410869565
no_offloading,NONE,DROP,FIXED,8,6632,447,109,0,0,0,6180,1760,5.0,0.4,3.0,1.0,0.06740048250904704,0.0,0.0,0.0,6.702218210176991
no_offloading,NONE,DROP,FIXED,9,6765,439,118,0,0,0,6321,1931,5.0,0.4,3.0,1.0,0.06489283074648929,0.0,0.0,0.0,6.80058011936937
no_offloading,NONE,DROP,FIXED,10,6690,422,124,0,0,0,6263,1926,5.0,0.4,3.0,1.0,0.06307922272047832,0.0,0.0,0.0,7.085609653395785
no_offloading,NONE,DROP,FIXED,11,6789,465,110,0,0,0,6319,1867,5.0,0.4,3.0,1.0,0.0684931506849315,0.0,0.0,0.0,6.454826146808511
no_offloading,NONE,DROP,FIXED,12,6785,454,117,0,0,0,6326,1888,5.0,0.4,3.0,1.0,0.06691230655858511,0.0,0.0,0.0,6.5992684466230935
no_offloading,NONE,DROP,FIXED,13,6927,475,108,0,0,0,6447,1900,5.0,0.4,3.0,1.0,0.06857225350079399,0.0,0.0,0.0,6.3166767
no_offloading,NONE,DROP,FIXED,14,6917,459,110,0,0,0,6453,2002,5.0,0.4,3.0,1.0,0.06635824779528697,0.0,0.0,0.0,6.4999361594827585
no_offloading,NONE,DROP,FIXED,15,6690,470,110,0,0,0,6215,1929,5.0,0.4,3.0,1.0,0.07025411061285501,0.0,0.0,0.0,6.336876869473684
no_offloading,NONE,DROP,FIXED,16,6660,476,110,0,0,0,6179,1889,5.0,0.4,3.0,1.0,0.07147147147147147,0.0,0.0,0.0,6.277214817047817
no_offloading,NONE,DROP,FIXED,17,6770,455,108,0,0,0,6310,1982,5.0,0.4,3.0,1.0,0.0672082717872969,0.0,0.0,0.0,6.589455310869565
no_offloading,NONE,DROP,FIXED,18,6820,457,105,0,0,0,6358,2029,5.0,0.4,3.0,1.0,0.06700879765395894,0.0,0.0,0.0,6.544441188311688
no_offloading,NONE,DROP,FIXED,19,6697,448,112,0,0,0,6244,1834,5.0,0.4,3.0,1.0,0.06689562490667463,0.0,0.0,0.0,6.715242534216335
no_offloading,NONE,DROP,FIXED,20,6680,464,102,0,0,0,6211,1923,5.0,0.4,3.0,1.0,0.06946107784431138,0.0,0.0,0.0,6.429507281449894
no_offloading,NONE,DROP,FIXED,21,6734,453,124,0,0,0,6276,1983,5.0,0.4,3.0,1.0,0.06727056727056727,0.0,0.0,0.0,6.598366019650655
no_offloading,NONE,DROP,FIXED,22,6742,477,106,0,0,0,6260,1882,5.0,0.4,3.0,1.0,0.07075051913378819,0.0,0.0,0.0,6.266961331950207
no_offloading,NONE,DROP,FIXED,23,6885,438,113,0,0,0,6442,1951,5.0,0.4,3.0,1.0,0.0636165577342048,0.0,0.0,0.0,6.790586602708803
no_offloading,NONE,DROP,FIXED,24,6879,445,120,0,0,0,6429,1943,5.0,0.4,3.0,1.0,0.06468963512138393,0.0,0.0,0.0,6.706122422222222
no_offloading,NONE,DROP,FIXED,25,6579,471,103,0,0,0,6103,1873,5.0,0.4,3.0,1.0,0.07159142726858185,0.0,0.0,0.0,6.325411947478992
no_offloading,NONE,DROP,FIXED,26,6713,449,105,0,0,0,6259,1863,5.0,0.4,3.0,1.0,0.06688514821987189,0.0,0.0,0.0,6.654707607929516
no_offloading,NONE,DROP,FIXED,27,6839,466,114,0,0,0,6368,1916,5.0,0.4,3.0,1.0,0.0681386167568358,0.0,0.0,0.0,6.4162609893842895
no_offloading,NONE,DROP,FIXED,28,6859,466,110,0,0,0,6388,1947,5.0,0.4,3.0,1.0,0.06793993293483015,0.0,0.0,0.0,6.4116552951167725
no_offloading,NONE,DROP,FIXED,29,6824,457,116,0,0,0,6362,1867,5.0,0.4,3.0,1.0,0.06696951934349356,0.0,0.0,0.0,6.504791077922079
no_offloading,NONE,DROP,FIXED,30,6894,447,110,0,0,0,6442,1940,5.0,0.4,3.0,1.0,0.06483899042645778,0.0,0.0,0.0,6.695653884955752
no_offloading,NONE,DROP,FIXED,31,6832,454,125,0,0,0,6373,1902,5.0,0.4,3.0,1.0,0.0664519906323185,0.0,0.0,0.0,6.577752470588235
no_offloading,NONE,DROP,FIXED,32,6784,433,129,0,0,0,6346,1840,5.0,0.4,3.0,1.0,0.06382665094339622,0.0,0.0,0.0,6.8489155
no_offloading,NONE,DROP,FIXED,33,6670,448,129,0,0,0,6217,1879,5.0,0.4,3.0,1.0,0.06716641679160419,0.0,0.0,0.0,6.658345567328918
no_offloading,NONE,DROP,FIXED,34,6882,462,107,0,0,0,6415,1979,5.0,0.4,3.0,1.0,0.06713164777680906,0.0,0.0,0.0,6.463719850107067
