time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,0,9,2,6.403,93.243,7.932,2.709,0.000000,
0.000,STARTED,1,0,9,2,6.403,93.243,7.932,2.709,0.000000,observed_rate=1.000
0.000,ARRIVED,2,1,1,16,8.399,41.017,5.682,2.169,0.000000,
0.000,STARTED,2,1,1,16,8.399,41.017,5.682,2.169,0.000000,observed_rate=1.000
0.000,ARRIVED,3,3,6,19,2.389,105.910,3.580,1.536,0.000000,
0.000,STARTED,3,3,6,19,2.389,105.910,3.580,1.536,0.000000,observed_rate=1.000
0.000,ARRIVED,4,4,2,14,1.350,116.117,2.037,1.000,0.000000,
0.000,ARRIVED,5,4,9,17,4.166,50.452,3.493,1.000,0.000000,
0.000,ARRIVED,6,4,10,18,7.058,28.011,5.925,2.188,0.000000,
0.000,ARRIVED,7,4,10,12,6.281,47.929,4.180,1.000,0.000000,
0.000,STARTED,4,4,2,14,1.350,116.117,2.037,1.000,0.000000,observed_rate=4.000
1.000,ARRIVED,8,0,7,12,5.908,35.668,3.144,1.000,0.000000,
1.000,ARRIVED,9,0,9,14,6.558,56.265,7.184,1.000,0.000000,
1.000,OFFLOADED,8,0,7,12,5.908,35.668,3.144,1.000,0.000000,trigger=PROACTIVE;observed_rate=2.000;smoothed_rate=1.300;predicted_queue=13.476;deadline_risk=false;decision_score=0.000000;offload_count=1;destination_node=1;destination_policy=LEAST_QUEUE
1.000,RECEIVED_OFFLOAD,8,1,7,12,5.908,35.668,3.144,1.000,0.000000,source_node=0;rough_score=0.000000
1.000,ARRIVED,10,1,10,5,9.102,26.169,2.954,2.504,0.000000,
1.000,ARRIVED,11,1,3,16,8.945,101.770,2.778,1.000,0.000000,
1.000,ARRIVED,12,3,4,6,2.048,35.734,6.800,1.000,0.000000,
1.000,ARRIVED,13,3,6,12,8.555,118.742,7.104,1.000,0.000000,
1.000,ARRIVED,14,3,2,10,8.128,26.154,3.896,1.000,0.000000,
1.000,ARRIVED,15,3,7,2,1.879,58.015,3.725,1.000,0.000000,
1.000,ARRIVED,16,3,4,16,4.399,71.798,2.837,2.811,0.000000,
1.000,ARRIVED,17,4,9,18,9.799,105.426,3.659,2.252,0.000000,
1.000,ARRIVED,18,4,3,7,2.393,65.622,7.586,1.956,0.000000,
1.000,ARRIVED,19,4,9,5,9.574,84.064,3.704,1.000,0.000000,
1.000,ARRIVED,20,4,9,14,3.725,95.156,3.657,1.000,0.000000,
1.000,ARRIVED,21,4,4,18,7.728,79.597,5.346,1.000,0.000000,
1.000,ARRIVED,22,4,1,5,4.023,40.015,6.085,1.000,0.000000,
1.000,ARRIVED,23,4,4,1,8.399,70.252,7.525,1.523,0.000000,
1.000,OFFLOADED,5,4,9,17,4.166,50.452,3.493,1.000,0.000000,trigger=PROACTIVE;observed_rate=7.000;smoothed_rate=4.900;predicted_queue=57.476;deadline_risk=true;decision_score=0.000000;offload_count=1;destination_node=2;destination_policy=LEAST_QUEUE
1.000,RECEIVED_OFFLOAD,5,2,9,17,4.166,50.452,3.493,1.000,0.000000,source_node=4;rough_score=0.000000
1.000,STARTED,5,2,9,17,4.166,50.452,3.493,1.000,0.000000,observed_rate=0.000
