time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,1,10,12,5.591,30.622,6.028,1.000,0.000000,
0.000,STARTED,1,1,10,12,5.591,30.622,6.028,1.000,0.000000,observed_rate=1.000
0.000,ARRIVED,2,2,10,16,8.430,113.266,3.476,1.000,0.000000,
0.000,STARTED,2,2,10,16,8.430,113.266,3.476,1.000,0.000000,observed_rate=1.000
0.000,ARRIVED,3,3,10,8,9.725,103.998,7.037,1.000,0.000000,
0.000,ARRIVED,4,3,5,15,2.214,79.187,7.836,1.000,0.000000,
0.000,ARRIVED,5,3,5,9,6.961,85.851,7.012,1.000,0.000000,
0.000,ARRIVED,6,3,10,5,5.341,111.845,7.577,1.000,0.000000,
0.000,STARTED,3,3,10,8,9.725,103.998,7.037,1.000,0.000000,observed_rate=4.000
0.000,ARRIVED,7,4,4,9,8.436,86.581,6.754,1.000,0.000000,
0.000,STARTED,7,4,4,9,8.436,86.581,6.754,1.000,0.000000,observed_rate=1.000
1.000,ARRIVED,8,1,7,9,9.983,106.911,2.682,1.000,0.000000,
1.000,ARRIVED,9,2,6,14,6.278,42.253,5.844,1.000,0.000000,
1.000,ARRIVED,10,2,4,7,3.403,76.247,2.942,1.000,0.000000,
1.000,ARRIVED,11,3,2,4,2.032,109.484,4.399,2.697,0.000000,
1.000,ARRIVED,12,3,2,1,2.104,51.786,3.570,1.000,0.000000,
1.000,ARRIVED,13,3,9,16,8.175,66.233,3.551,1.859,0.000000,
1.000,ARRIVED,14,3,4,4,6.381,83.286,4.772,1.651,0.000000,
1.000,ARRIVED,15,4,7,3,9.033,76.224,6.972,1.000,0.000000,
1.000,ARRIVED,16,4,7,18,9.045,44.818,4.597,1.000,0.000000,
1.000,ARRIVED,17,4,5,3,6.058,71.450,2.116,1.000,0.000000,
1.000,ARRIVED,18,4,9,16,3.910,95.783,4.258,1.000,0.000000,
1.000,ARRIVED,19,4,10,12,3.264,55.033,6.563,1.000,0.000000,
2.000,ARRIVED,20,1,8,18,5.561,32.459,3.234,2.241,0.000000,
2.000,ARRIVED,21,1,2,7,8.242,107.107,6.144,1.000,0.000000,
2.000,ARRIVED,22,3,4,7,9.888,61.863,2.180,1.000,0.000000,
2.000,ARRIVED,23,3,9,9,3.444,29.963,6.206,2.521,0.000000,
2.000,ARRIVED,24,3,1,14,7.589,34.275,3.094,1.000,0.000000,
2.000,ARRIVED,25,4,6,13,8.256,50.112,4.169,1.000,0.000000,
2.000,ARRIVED,26,4,2,12,8.708,119.904,3.445,1.000,0.000000,
3.000,ARRIVED,27,0,4,9,6.347,102.894,7.734,1.000,0.000000,
3.000,STARTED,27,0,4,9,6.347,102.894,7.734,1.000,0.000000,observed_rate=1.000
3.000,ARRIVED,28,2,9,14,9.284,57.388,5.078,1.000,0.000000,
3.000,ARRIVED,29,3,3,11,6.500,39.176,4.701,1.000,0.000000,
3.000,ARRIVED,30,3,7,5,7.395,74.516,6.988,1.000,0.000000,
3.000,ARRIVED,31,3,5,2,5.302,47.384,2.732,2.194,0.000000,
3.000,ARRIVED,32,4,1,19,9.057,122.120,2.031,1.000,0.000000,
3.000,ARRIVED,33,4,6,17,4.119,92.328,4.340,1.000,0.000000,
3.476,FINISHED,2,2,10,16,8.430,113.266,3.476,1.000,0.000000,
