scenario,policy,destination_policy,threshold_mode,iterations,generated_mean,generated_std,generated_sem,generated_ci95,completed_mean,completed_std,completed_sem,completed_ci95,delayed_mean,delayed_std,delayed_sem,delayed_ci95,offloaded_mean,offloaded_std,offloaded_sem,offloaded_ci95,received_offloaded_mean,received_offloaded_std,received_offloaded_sem,received_offloaded_ci95,completed_offloaded_mean,completed_offloaded_std,completed_offloaded_sem,completed_offloaded_ci95,total_waiting_tasks_mean,total_waiting_tasks_std,total_waiting_tasks_sem,total_waiting_tasks_ci95,queue_imbalance_mean,queue_imbalance_std,queue_imbalance_sem,queue_imbalance_ci95,max_offloads_per_event_mean,max_offloads_per_event_std,max_offloads_per_event_sem,max_offloads_per_event_ci95,offload_fraction_mean,offload_fraction_std,offload_fraction_sem,offload_fraction_ci95,high_arrival_rate_threshold_mean,high_arrival_rate_threshold_std,high_arrival_rate_threshold_sem,high_arrival_rate_threshold_ci95,threshold_multiplier_mean,threshold_multiplier_std,threshold_multiplier_sem,threshold_multiplier_ci95,completion_rate_mean,completion_rate_std,completion_rate_sem,completion_rate_ci95,offload_rate_mean,offload_rate_std,offload_rate_sem,offload_rate_ci95,offload_per_delayed_mean,offload_per_delayed_std,offload_per_delayed_sem,offload_per_delayed_ci95,mean_rough_score_mean,mean_rough_score_std,mean_rough_score_sem,mean_rough_score_ci95,mean_actual_execution_time_mean,mean_actual_execution_time_std,mean_actual_execution_time_sem,mean_actual_execution_time_ci95
destination_drop,AHP_ROUGH,DROP,ADAPTIVE_RATE,20,6771.9,95.09103671302513,21.263002214125233,44.50346363416411,454.15,12.579327234960164,2.8128230808585397,5.887238708236923,113.35,7.8958683399677625,1.7655698349556335,3.6953376645621407,457.9,61.274962689760805,13.701498189306852,28.67723571021924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5854.85,109.7726238520717,24.545904900174712,51.374578956065676,1949.85,61.86766437111427,13.834030314295328,28.95462544782012,10.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.06707893202370753,0.002158628641757196,0.00048268403811471314,0.0010102576917740945,0.06762003609071837,0.009044758477873777,0.002022469479659329,0.004233028620926976,4.0285630503670475,0.34082050154095883,0.07620978095711557,0.1595070715432429,1.7879380076375184,0.014219648768762184,0.0031796101263123428,0.0066549239943717335,6.57828350525345,0.1780678740975988,0.039817187109110495,0.08333737261936826
destination_least_queue,AHP_ROUGH,LEAST_QUEUE,ADAPTIVE_RATE,20,6771.9,95.09103671302513,21.263002214125233,44.50346363416411,453.35,14.568441017631589,3.2576024441620444,6.818161915631159,112.8,7.466416035893836,1.6695413804553125,3.494350109292969,456.5,66.5712914258486,14.885793297814637,31.155965372326033,456.5,66.5712914258486,14.885793297814637,31.155965372326033,36.3,13.294636829227516,2.9727711686324985,6.22201005594782,6313.55,94.92460997521859,21.22578806422434,44.42557441842154,1617.35,113.31988955351595,25.339097624442996,53.034731327959186,10.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.06695558403010665,0.002265209202816775,0.0005065161760756416,0.001060138356526318,0.0674268433877481,0.009902913585982871,0.0022143587953563906,0.004634652958680926,4.041059697095659,0.46873069408206164,0.10481136951081482,0.21937019638613542,1.857111737328983,0.01079865793172045,0.002414653320109421,0.005053869398989018,6.594232998114885,0.20936719323156353,0.04681592763241099,0.0979857365346362
destination_min_estimated_delay,AHP_ROUGH,MIN_ESTIMATED_DELAY,ADAPTIVE_RATE,20,6771.9,95.09103671302513,21.263002214125233,44.50346363416411,452.35,14.383012641014362,3.2161393986546893,6.7313797613842645,112.55,7.783078811721855,1.7403493297248354,3.64255114711408,440.0,68.3058138852493,15.273644310586644,31.967737542057844,440.0,68.3058138852493,15.273644310586644,31.967737542057844,35.05,13.896137289871145,3.107270760482158,6.503517701689156,6314.55,94.99167553555749,21.24078437941103,44.45696170610728,1627.15,121.29054937801648,27.121391343753967,56.76507208247705,10.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.06680809318403762,0.00224495565699655,0.0005019873455516987,0.0010506595142397053,0.06497530589482851,0.0100892298424941,0.0022560203768436306,0.004721850648733718,3.907040780472099,0.5207847690298538,0.11645101451972803,0.24373197338979075,1.856075535657786,0.010658334575657282,0.002383276063810606,0.004988196801555598,6.605662953956565,0.20873700084018593,0.04667501232980864,0.09769080080628949
