scenario,policy,decision_mode,destination_policy,threshold_mode,iteration,generated,completed,delayed,offloaded,received_offloaded,completed_offloaded,proactive_trigger_events,reactive_trigger_events,completed_deadline_misses,total_waiting_tasks,queue_imbalance,max_offloads_per_event,offload_fraction,high_arrival_rate_threshold,threshold_multiplier,completion_rate,offload_rate,offload_per_delayed,deadline_miss_rate,mean_rough_score,mean_actual_execution_time
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,22,6742,467,108,618,618,69,59,6,410,6270,1455,10.0,0.4,3.0,1.2,0.06926727973894986,0.09166419460100861,5.722222222222222,0.8779443254817987,1.7853460809061488,6.385684201271186
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,23,6885,453,110,647,647,75,61,6,396,6427,1474,10.0,0.4,3.0,1.2,0.06579520697167757,0.09397240377632535,5.881818181818182,0.8741721854304636,1.787051081916538,6.587857076419215
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,24,6879,450,121,634,634,74,59,7,398,6424,1465,10.0,0.4,3.0,1.2,0.06541648495420846,0.09216455880215148,5.239669421487603,0.8844444444444445,1.7926311735015774,6.648025665934066
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,25,6579,471,106,624,624,74,56,8,409,6103,1396,10.0,0.4,3.0,1.2,0.07159142726858185,0.09484724122207022,5.886792452830188,0.8683651804670913,1.77494252724359,6.323578403361344
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,26,6713,450,107,606,606,56,61,4,388,6258,1420,10.0,0.4,3.0,1.2,0.06703411291523909,0.09027260539252198,5.663551401869159,0.8622222222222222,1.7886058316831686,6.670363167032967
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,27,6839,464,118,630,630,69,58,9,394,6370,1446,10.0,0.4,3.0,1.2,0.0678461763415704,0.09211873080859775,5.338983050847458,0.8491379310344828,1.789732361904762,6.433240933901919
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,28,6859,466,112,637,637,72,59,8,405,6388,1471,10.0,0.4,3.0,1.2,0.06793993293483015,0.09287068085726782,5.6875,0.869098712446352,1.7818853045525902,6.402738651804671
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,29,6824,461,115,647,647,75,59,8,409,6358,1389,10.0,0.4,3.0,1.2,0.0675556858147714,0.09481242672919109,5.626086956521739,0.8872017353579176,1.7763169026275116,6.452002178111588
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,30,6894,447,114,659,659,79,62,6,392,6442,1440,10.0,0.4,3.0,1.2,0.06483899042645778,0.09559036843632143,5.780701754385965,0.8769574944071589,1.7829012063732927,6.666750900442478
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,31,6832,459,123,643,643,63,61,6,402,6368,1397,10.0,0.4,3.0,1.2,0.06718384074941453,0.094115925058548,5.227642276422764,0.8758169934640523,1.7864685520995334,6.512168021551724
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,32,6784,442,127,636,636,67,61,5,392,6337,1354,10.0,0.4,3.0,1.2,0.06515330188679246,0.09375,5.0078740157480315,0.8868778280542986,1.7796043050314465,6.7571508680089485
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,33,6670,457,133,612,612,72,58,6,400,6208,1437,10.0,0.4,3.0,1.2,0.06851574212893553,0.09175412293853073,4.601503759398496,0.87527352297593,1.7923141045751634,6.553301961038961
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,34,6882,454,110,660,660,70,62,7,397,6423,1471,10.0,0.4,3.0,1.2,0.06596919500145307,0.0959023539668701,6.0,0.8744493392070485,1.7857860863636363,6.550907738562092
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,35,6682,455,106,647,647,77,66,1,399,6222,1461,10.0,0.4,3.0,1.2,0.06809338521400778,0.09682729721640228,6.10377358490566,0.8769230769230769,1.7838828840803709,6.562172463043479
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,36,6854,444,109,662,662,82,63,5,393,6405,1423,10.0,0.4,3.0,1.2,0.06477969069156697,0.09658593522030931,6.073394495412844,0.8851351351351351,1.7916854984894262,6.707381902004454
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,37,6851,439,126,634,634,74,55,11,384,6407,1500,10.0,0.4,3.0,1.2,0.06407823675375858,0.09254123485622537,5.031746031746032,0.8747152619589977,1.789693260252366,6.777253797297297
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,38,6749,482,108,653,653,83,60,7,426,6262,1477,10.0,0.4,3.0,1.2,0.07141798785005186,0.09675507482590014,6.046296296296297,0.8838174273858921,1.7785600428790198,6.196395075975359
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,39,6911,468,109,663,663,82,65,3,398,6438,1523,10.0,0.4,3.0,1.2,0.06771813051656779,0.09593401823180436,6.08256880733945,0.8504273504273504,1.7840152609351434,6.374471295983087
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,40,6858,441,127,619,619,69,61,3,382,6412,1462,10.0,0.4,3.0,1.2,0.06430446194225722,0.09025955088947214,4.874015748031496,0.8662131519274376,1.7823285525040387,6.7813137421524665
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,41,6797,478,114,621,621,73,57,8,412,6314,1480,10.0,0.4,3.0,1.2,0.07032514344563778,0.09136383698690599,5.447368421052632,0.8619246861924686,1.7888820257648952,6.275124467908903
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,42,6823,453,118,645,645,76,62,4,398,6365,1426,10.0,0.4,3.0,1.2,0.06639308222189652,0.09453319654111095,5.466101694915254,0.8785871964679912,1.7903158015503875,6.600988847161572
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,43,6818,453,108,633,633,73,57,8,385,6360,1470,10.0,0.4,3.0,1.2,0.06644177178058082,0.09284247579935465,5.861111111111111,0.8498896247240618,1.7790213633491312,6.579787266375545
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,44,6844,454,109,645,645,75,62,5,388,6385,1504,10.0,0.4,3.0,1.2,0.0663354763296318,0.09424313267095266,5.91743119266055,0.8546255506607929,1.7800933519379845,6.563238464052288
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,45,6617,440,130,606,606,76,57,6,383,6172,1437,10.0,0.4,3.0,1.2,0.06649539066042014,0.09158228804594228,4.661538461538462,0.8704545454545455,1.7875861600660068,6.784485253932584
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,46,6788,439,128,623,623,64,61,4,379,6344,1528,10.0,0.4,3.0,1.2,0.06467295226870949,0.0917796110783736,4.8671875,0.8633257403189066,1.786219444622793,6.816714245495496
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,47,6832,460,105,614,614,61,61,4,397,6367,1464,10.0,0.4,3.0,1.2,0.06733021077283373,0.0898711943793911,5.847619047619047,0.8630434782608696,1.7922055439739413,6.488509886021505
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,48,6653,447,119,631,631,67,57,10,399,6201,1548,10.0,0.4,3.0,1.2,0.06718773485645574,0.09484443108372163,5.302521008403361,0.8926174496644296,1.7892866767036448,6.674961415929203
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,49,6656,470,124,626,626,69,62,3,415,6181,1414,10.0,0.4,3.0,1.2,0.07061298076923077,0.09405048076923077,5.048387096774194,0.8829787234042553,1.7888229233226836,6.347553124210527
proactive_ahp_rough,AHP_ROUGH,PROACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,50,6622,474,113,624,624,63,59,6,409,6143,1385,10.0,0.4,3.0,1.2,0.07157958320749018,0.09423135004530353,5.522123893805309,0.8628691983122363,1.7874099551282052,6.336465787056367
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,1,6706,480,112,480,480,51,0,48,422,6221,1520,10.0,0.4,3.0,1.2,0.07157769161944527,0.07157769161944527,4.285714285714286,0.8791666666666667,1.7899852208333333,6.20655363298969
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,2,6792,467,111,420,420,60,0,42,407,6320,1558,10.0,0.4,3.0,1.2,0.06875736160188457,0.061837455830388695,3.7837837837837838,0.8715203426124197,1.7958112333333334,6.388782148305085
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,3,6847,444,119,410,410,40,0,41,382,6398,1646,10.0,0.4,3.0,1.2,0.06484591792025704,0.059880239520958084,3.4453781512605044,0.8603603603603603,1.8180178487804879,6.726810510022272
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,4,6734,436,128,569,569,85,0,58,375,6293,1449,10.0,0.4,3.0,1.2,0.06474606474606474,0.0844965844965845,4.4453125,0.8600917431192661,1.7755081792618628,6.8306066077097505
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,5,6997,436,119,540,540,53,0,54,370,6556,1598,10.0,0.4,3.0,1.2,0.0623124196084036,0.07717593254251823,4.53781512605042,0.8486238532110092,1.784739175925926,6.8524346371882086
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,6,6740,448,109,510,510,50,0,53,380,6287,1459,10.0,0.4,3.0,1.2,0.06646884272997032,0.07566765578635015,4.678899082568807,0.8482142857142857,1.795937819607843,6.657995037527593
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,7,6800,461,100,361,361,31,0,37,393,6334,1757,10.0,0.4,3.0,1.2,0.06779411764705882,0.053088235294117644,3.61,0.8524945770065075,1.8086145346260387,6.472937092274678
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,8,6632,443,107,350,350,40,0,35,387,6184,1674,10.0,0.4,3.0,1.2,0.06679734620024125,0.05277442702050664,3.2710280373831777,0.873589164785553,1.7901781828571428,6.746958872767857
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,9,6765,435,121,416,416,46,0,43,383,6325,1623,10.0,0.4,3.0,1.2,0.06430155210643015,0.0614929785661493,3.43801652892562,0.8804597701149425,1.8057236201923077,6.850402115909091
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,10,6690,424,122,530,530,79,0,53,374,6261,1558,10.0,0.4,3.0,1.2,0.06337817638266069,0.07922272047832586,4.344262295081967,0.8820754716981132,1.7786246471698113,7.023783571095572
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,11,6789,461,109,420,420,50,0,42,411,6323,1582,10.0,0.4,3.0,1.2,0.06790396229194284,0.0618647812638091,3.853211009174312,0.8915401301518439,1.796015964285714,6.465235130901288
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,12,6785,454,112,495,495,85,0,50,391,6326,1589,10.0,0.4,3.0,1.2,0.06691230655858511,0.07295504789977893,4.419642857142857,0.8612334801762115,1.7693882181818181,6.601360265795207
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,13,6927,481,104,416,416,56,0,43,418,6441,1518,10.0,0.4,3.0,1.2,0.06943842933448824,0.060054857802800635,4.0,0.8690228690228691,1.8168819495192308,6.2459386193415645
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,14,6917,451,115,450,450,30,0,45,396,6461,1762,10.0,0.4,3.0,1.2,0.06520167702761313,0.06505710568165389,3.9130434782608696,0.8780487804878049,1.7928251822222223,6.614833138157895
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,15,6690,464,111,441,441,71,0,45,408,6221,1627,10.0,0.4,3.0,1.2,0.06935724962630792,0.06591928251121076,3.972972972972973,0.8793103448275862,1.795408120181406,6.424875462686567
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,16,6660,465,115,513,513,73,0,53,395,6190,1459,10.0,0.4,3.0,1.2,0.06981981981981981,0.07702702702702703,4.460869565217391,0.8494623655913979,1.7918932280701754,6.430703127659575
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,17,6770,460,105,364,364,53,0,38,404,6305,1742,10.0,0.4,3.0,1.2,0.06794682422451995,0.053766617429837515,3.466666666666667,0.8782608695652174,1.8002084065934065,6.4673043526881715
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,18,6820,458,100,373,373,54,0,38,417,6357,1788,10.0,0.4,3.0,1.2,0.06715542521994135,0.05469208211143695,3.73,0.9104803493449781,1.8050034289544237,6.5500276047516195
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,19,6697,445,113,358,358,63,0,37,392,6247,1702,10.0,0.4,3.0,1.2,0.066447663132746,0.053456771688815886,3.168141592920354,0.8808988764044944,1.7989670977653631,6.6991530599999995
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,20,6680,459,106,449,449,59,0,46,389,6216,1629,10.0,0.4,3.0,1.2,0.0687125748502994,0.06721556886227545,4.235849056603773,0.8474945533769063,1.7887950668151449,6.5345273836206905
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,21,6734,458,120,514,514,92,0,54,402,6271,1667,10.0,0.4,3.0,1.2,0.06801306801306801,0.07632907632907633,4.283333333333333,0.8777292576419214,1.7702892782101167,6.525938719222462
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,22,6742,469,108,463,463,69,0,48,405,6268,1614,10.0,0.4,3.0,1.2,0.06956392761791753,0.06867398398101454,4.287037037037037,0.8635394456289979,1.777655485961123,6.365497318565401
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,23,6885,448,113,509,509,49,0,53,388,6432,1649,10.0,0.4,3.0,1.2,0.06506899055918663,0.07392883079157589,4.504424778761062,0.8660714285714286,1.785867214145383,6.646431856512141
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,24,6879,442,120,597,597,37,0,61,391,6432,1610,10.0,0.4,3.0,1.2,0.0642535252216892,0.0867858700392499,4.975,0.8846153846153846,1.7796204656616417,6.728622921700223
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,25,6579,468,107,479,479,61,0,49,399,6106,1587,10.0,0.4,3.0,1.2,0.07113543091655267,0.07280741754065967,4.4766355140186915,0.8525641025641025,1.7664830229645092,6.370759467230444
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,26,6713,453,103,491,491,51,0,50,391,6255,1622,10.0,0.4,3.0,1.2,0.06748100700134069,0.07314166542529421,4.766990291262136,0.8631346578366446,1.7802010244399187,6.575228941048035
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,27,6839,454,117,539,539,39,0,55,383,6380,1556,10.0,0.4,3.0,1.2,0.06638397426524345,0.07881269191402251,4.6068376068376065,0.8436123348017621,1.7858182448979592,6.563989023965141
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,28,6859,473,109,456,456,70,0,47,417,6381,1635,10.0,0.4,3.0,1.2,0.0689604898673276,0.0664819944598338,4.18348623853211,0.8816067653276956,1.7863854649122808,6.302852069037657
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,29,6824,460,119,446,446,54,0,46,405,6359,1613,10.0,0.4,3.0,1.2,0.06740914419695193,0.06535756154747949,3.7478991596638656,0.8804347826086957,1.780494567264574,6.460081010752687
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,30,6894,445,111,450,450,53,0,45,390,6444,1658,10.0,0.4,3.0,1.2,0.0645488830867421,0.06527415143603134,4.054054054054054,0.8764044943820225,1.7857441866666666,6.707436479999999
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,31,6832,458,124,497,497,59,0,50,402,6369,1590,10.0,0.4,3.0,1.2,0.06703747072599532,0.07274590163934426,4.008064516129032,0.8777292576419214,1.7805221670020122,6.49109839524838
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,32,6784,431,129,608,608,62,0,62,382,6348,1496,10.0,0.4,3.0,1.2,0.06353183962264151,0.08962264150943396,4.713178294573644,0.8863109048723898,1.7654610970394737,6.934046091743119
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,33,6670,456,128,456,456,56,0,47,403,6209,1601,10.0,0.4,3.0,1.2,0.06836581709145427,0.06836581709145427,3.5625,0.8837719298245614,1.7951072346491228,6.539048414316703
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,34,6882,451,110,473,473,72,0,49,390,6426,1672,10.0,0.4,3.0,1.2,0.06553327521069456,0.06873002034292357,4.3,0.8647450110864745,1.7796428942917546,6.604794824561403
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,35,6682,456,109,451,451,31,0,46,393,6221,1684,10.0,0.4,3.0,1.2,0.06824304100568691,0.06749476204729123,4.137614678899083,0.8618421052631579,1.7865587671840355,6.584289095444686
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,36,6854,434,113,437,437,53,0,45,377,6415,1662,10.0,0.4,3.0,1.2,0.0633206886489641,0.06375838926174497,3.8672566371681416,0.868663594470046,1.7966679702517163,6.862423214123007
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,37,6851,435,130,524,524,57,0,55,372,6411,1589,10.0,0.4,3.0,1.2,0.06349438038242593,0.07648518464457743,4.030769230769231,0.8551724137931035,1.7865992385496183,6.853578731818182
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,38,6749,476,109,450,450,49,0,45,428,6268,1630,10.0,0.4,3.0,1.2,0.07052896725440806,0.06667654467328493,4.128440366972477,0.8991596638655462,1.7948899266666667,6.278865384615385
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,39,6911,472,106,460,460,50,0,46,401,6434,1724,10.0,0.4,3.0,1.2,0.06829691795688034,0.0665605556359427,4.339622641509434,0.8495762711864406,1.7941085304347828,6.350489379454927
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,40,6858,440,124,473,473,58,0,48,389,6413,1681,10.0,0.4,3.0,1.2,0.0641586468358122,0.0689705453484981,3.814516129032258,0.884090909090909,1.7782005433403805,6.760191788764045
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,41,6797,480,113,499,499,53,0,51,416,6312,1569,10.0,0.4,3.0,1.2,0.07061939090775342,0.073414741797852,4.415929203539823,0.8666666666666667,1.8031654308617233,6.2283974371134025
reactive_ahp_rough,AHP_ROUGH,REACTIVE,LEAST_QUEUE,ADAPTIVE_RATE,42,6823,460,116,420,420,80,0,42,396,6358,1628,10.0,0.4,3.0,1.2,0.06741902388978455,0.06155650007328155,3.6206896551724137,0.8608695652173913,1.8057943714285714,6.495360941935484
