time,event,task_id,node_id,priority,steps,complexity,deadline,base_execution_time,delay_multiplier,rough_score,details
0.000,ARRIVED,1,0,6,4,9.984,62.309,5.953,2.553,0.000000,
0.000,ARRIVED,2,0,9,7,3.138,98.500,4.365,2.811,0.000000,
0.000,ARRIVED,3,0,9,8,1.206,41.693,6.993,1.000,0.000000,
0.000,STARTED,1,0,6,4,9.984,62.309,5.953,2.553,0.000000,observed_rate=3.000
0.000,OFFLOADED,3,0,9,8,1.206,41.693,6.993,1.000,1.876491,trigger=REACTIVE;observed_rate=3.000;smoothed_rate=3.000;predicted_queue=2.000;deadline_risk=false;decision_score=1.876491;offload_count=1;destination_node=1;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,3,1,9,8,1.206,41.693,6.993,1.000,1.876491,source_node=0;rough_score=1.876491
0.000,STARTED,3,1,9,8,1.206,41.693,6.993,1.000,1.876491,observed_rate=0.000
0.000,ARRIVED,4,3,8,16,4.658,33.303,2.670,1.000,0.000000,
0.000,ARRIVED,5,3,8,4,7.723,116.442,2.043,1.000,0.000000,
0.000,ARRIVED,6,3,5,5,4.341,98.756,5.722,1.000,0.000000,
0.000,ARRIVED,7,3,2,17,2.975,57.339,7.261,1.000,0.000000,
0.000,ARRIVED,8,3,9,14,9.096,39.002,7.039,1.000,0.000000,
0.000,ARRIVED,9,3,1,3,4.848,115.432,5.341,2.065,0.000000,
0.000,STARTED,4,3,8,16,4.658,33.303,2.670,1.000,0.000000,observed_rate=6.000
0.000,OFFLOADED,8,3,9,14,9.096,39.002,7.039,1.000,1.829228,trigger=PROACTIVE;observed_rate=6.000;smoothed_rate=6.000;predicted_queue=63.476;deadline_risk=false;decision_score=1.829228;offload_count=1;destination_node=1;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,8,1,9,14,9.096,39.002,7.039,1.000,1.829228,source_node=3;rough_score=1.829228
0.000,OFFLOADED,7,3,2,17,2.975,57.339,7.261,1.000,0.982662,trigger=PROACTIVE;observed_rate=6.000;smoothed_rate=6.000;predicted_queue=63.476;deadline_risk=false;decision_score=0.982662;offload_count=1;destination_node=2;destination_policy=LEAST_QUEUE
0.000,RECEIVED_OFFLOAD,7,2,2,17,2.975,57.339,7.261,1.000,0.982662,source_node=3;rough_score=0.982662
